modelNames,MAE,RMSE,R2,P95AbsoluteError,MaximumAbsoluteError,MAEChange,MAEChangePercent
Baseline_TimeGated,0.108772765115727,0.175923171578738,0.540884745839963,0.349257394147829,1.04163260812232,0,0
Remove_smcAC,0.122894316020977,0.195470296727987,0.433190429013281,0.373702154249723,1.16190427379803,0.0141215509052499,12.982616457553
Remove_smcDC,0.119028237767688,0.182253416187289,0.507249599827428,0.356059321431491,1.04163260812232,0.0102554726519606,9.42834600283392
Remove_vib_table,0.104759582579664,0.167814776894809,0.58223117341022,0.350306736018241,0.995551126062789,-0.00401318253606356,-3.68951045033542
Remove_vib_spindle,0.11486698223957,0.178225242296427,0.528790477721509,0.371090391782177,1.04557572090039,0.00609421712384307,5.6027049761576
Remove_AE_table,0.104625845022633,0.168533381368215,0.578645633169891,0.330235343125481,0.999910684273327,-0.00414692009309459,-3.81246177633024
Remove_AE_spindle,0.117479439657021,0.180463261253202,0.516881983546933,0.363774119885174,0.999780417116663,0.00870667454129365,8.00446190002644
