RidgeMAE,TimeMAE,MAEDifference,ImprovementPercent,WilcoxonP,BootstrapImprovementProbability,RidgeCILower,RidgeCIUpper,TimeCILower,TimeCIUpper,DifferenceCILower,DifferenceCIUpper,ImprovedCases,WorsenedCases
0.115342389029865,0.108772765115727,-0.00656962391413778,5.69575848861317,0.033538818359375,0.9923,0.0774026702495027,0.17046686089274,0.0713488418060368,0.164417476380708,-0.0119887352927708,-0.00110346142189208,11,5
