Dataset,FaultSensor,FaultType,SeverityLevel,SeverityValue,SeverityUnit,Model,MAE,RMSE,R2,MacroMAE,NormalizedMAE,P95AbsoluteError,MaximumAbsoluteError
NUAA,force_z,Dropout,2,0.3,fraction,FullModel,0.0482222777109201,0.0578651091745711,0.355936303442212,0.0472640368801721,1.21961304413523,0.10507038092896,0.126009451012779
NUAA,force_z,Dropout,2,0.3,fraction,AutoGate,0.0432224844534674,0.0527013946363217,0.46575620983932,0.0447895111986962,1.09316084477369,0.0977516300779297,0.140430537152651
NUAA,force_z,Dropout,2,0.3,fraction,OracleGate,0.0433126859787434,0.0528006811869268,0.463741341400182,0.0448052017423016,1.09544217535469,0.0977516300779297,0.140430537152651
NUAA,force_z,Dropout,3,0.5,fraction,FullModel,0.0594822150427212,0.0700506378915159,0.0561141937828697,0.0560762253036811,1.50439358744208,0.12428630580848,0.160659050342361
NUAA,force_z,Dropout,3,0.5,fraction,AutoGate,0.0433126859787434,0.0528006811869268,0.463741341400182,0.0448052017423016,1.09544217535469,0.0977516300779297,0.140430537152651
NUAA,force_z,Dropout,3,0.5,fraction,OracleGate,0.0433126859787434,0.0528006811869268,0.463741341400182,0.0448052017423016,1.09544217535469,0.0977516300779297,0.140430537152651
NUAA,force_z,Dropout,4,0.7,fraction,FullModel,0.0798865759376612,0.113537037055399,-1.47953577865702,0.0666347948133889,2.02045018795965,0.245002427001017,0.347569728502327
NUAA,force_z,Dropout,4,0.7,fraction,AutoGate,0.0433126859787434,0.0528006811869268,0.463741341400182,0.0448052017423016,1.09544217535469,0.0977516300779297,0.140430537152651
NUAA,force_z,Dropout,4,0.7,fraction,OracleGate,0.0433126859787434,0.0528006811869268,0.463741341400182,0.0448052017423016,1.09544217535469,0.0977516300779297,0.140430537152651
NUAA,force_z,Bias,1,0.5,signal_sd,FullModel,0.0404787578665035,0.0491753801286494,0.534852471145733,0.0405660295956225,1.02376792320615,0.0883754944125922,0.144738737635452
NUAA,force_z,Bias,1,0.5,signal_sd,AutoGate,0.0405687703259624,0.0493044091248844,0.532408310788166,0.0411259782260684,1.02604447203176,0.0883754944125922,0.144738737635452
NUAA,force_z,Bias,1,0.5,signal_sd,OracleGate,0.0433126859787434,0.0528006811869268,0.463741341400182,0.0448052017423016,1.09544217535469,0.0977516300779297,0.140430537152651
NUAA,force_z,Bias,2,1,signal_sd,FullModel,0.0426111465210799,0.0511482328952709,0.496781574439498,0.0422378708794714,1.07769920023703,0.0936037977960554,0.152633650161238
NUAA,force_z,Bias,2,1,signal_sd,AutoGate,0.042651181489878,0.0512582892909781,0.494613679808686,0.0427395124723522,1.07871174407538,0.0936037977960554,0.152633650161238
NUAA,force_z,Bias,2,1,signal_sd,OracleGate,0.0433126859787434,0.0528006811869268,0.463741341400182,0.0448052017423016,1.09544217535469,0.0977516300779297,0.140430537152651
NUAA,force_z,Bias,3,2,signal_sd,FullModel,0.0492919414330784,0.058456638186384,0.342701050863043,0.0480523983804967,1.24666642880119,0.0980404066333417,0.168638016887405
