MinimumSQTRRelativeMAE,MaximumSQTRRelativeMAE,SQTRRelativeMAERange,MinimumCleanTriggerRate,MaximumCleanTriggerRate,DefaultSQTRRelativeMAE,DefaultCleanTriggerRate
1.06686892632504,1.08277928024151,0.01591035391647,0.0312621408716743,0.161155658654514,1.08267571551188,0.0378394077937688
