Repeat,Seed,Dataset,Experiment,RunLevelN,CleanFullMAE,CleanMedianReplacementMAE,CleanMaskDropoutMAE,CleanAutoMAE,CleanTriggerRate,FullRelativeMAE,MedianReplacementRelativeMAE,MaskDropoutRelativeMAE,AutoRelativeMAE,MedianImprovementPercent,MaskDropoutImprovementPercent,AutoImprovementPercent
2,2026071802,NUAA,W1,29,0.0189662457220917,0.0182759483719491,0.0170741751509185,0.0186268797759544,0.137931034482759,2.19091230608263,1.08840019735521,1.03110184213301,1.06531249051941,50.3220555960416,52.9373293823598,51.3758497972837
2,2026071802,NUAA,W2,17,0.0148476120149696,0.0144463930649372,0.0163762517608315,0.0139356538370896,0.117647058823529,2.13459037530466,1.14810674452246,1.28371787771568,1.16804886525104,46.2141890170103,39.8611605970319,45.2799525958542
2,2026071802,NUAA,W3,11,0.0295033416448534,0.0295033416448534,0.0270618023104883,0.0295033416448534,0,1.23924227247824,0.984421703024977,0.91854809245442,0.982496170581985,20.5626111304025,25.8782473085344,20.7179909528759
2,2026071802,NUAA,W4,28,0.0499947737234601,0.0491688217260779,0.0505121994922675,0.0490388805558007,0.0714285714285714,1.21292004337842,0.953445730001675,0.956092391482591,0.980022172482993,21.3925324091452,21.1743266423789,19.2014199259766
2,2026071802,NUAA,W5,7,0.0243134056071281,0.0289433481729886,0.0302825821173788,0.0308928557556908,0.142857142857143,1.83252031793419,1.24511579561271,1.27962661065662,1.51962298552122,32.0544616380387,30.1712183961402,17.0746992189259
2,2026071802,NUAA,W6,14,0.0360025923619169,0.0375772410008179,0.0365848603558963,0.0340589736308353,0.714285714285714,1.16900756484818,1.01403493617046,0.996988691184122,0.957168071700123,13.256768676073,14.7149495723235,18.121310718427
2,2026071802,NUAA,W7,8,0.0769839701819179,0.0769839701819179,0.0746590918411004,0.0769839701819179,0,1.05443426894447,1.01708748740396,0.991189988301003,1.00777329974476,3.5418785827112,5.99793486480443,4.42521365000917
2,2026071802,NUAA,W8,31,0.0589604040915583,0.0591326667941798,0.060023138097507,0.0592211516527759,0.032258064516129,1.27566882087405,1.01734366431499,1.00103818508685,1.03698700413506,20.2501740523896,21.5283646737587,18.7103276989594
2,2026071802,NUAA,W9,7,0.052176046086479,0.052176046086479,0.0557387638430218,0.052176046086479,0,0.994511493916883,1.06660958812212,1.12889500099578,1.12183777890652,-7.24959888812147,-13.5125142244086,-12.8028972785584
2,2026071802,PHM2010,c1,315,0.00801215564201792,0.00745896232553072,0.00927987493772298,0.00802047011664012,0.307936507936508,1.16926593735727,0.910790661280984,1.10900884798039,1.11362933719622,22.1057731879609,5.15341185026432,4.75825031615894
2,2026071802,PHM2010,c4,315,0.0150087833008585,0.0154105554207928,0.0154616812654739,0.0151692014908191,0.0920634920634921,1.03013857225038,1.12513856239827,1.12686546960533,1.03912314265573,-9.22205931386069,-9.38969765433075,-0.872171050319774
2,2026071802,PHM2010,c6,315,0.0145958561471217,0.0127749705239092,0.0109423572151784,0.0133401554334141,0.282539682539683,1.36658395038439,0.963672615213317,0.805989135428539,0.900003185050488,29.4831016460968,41.0216155983808,34.1421224215801
3,2026071803,NUAA,W1,29,0.0189662457220917,0.0182759483719491,0.0170741751509185,0.0186268797759544,0.137931034482759,2.20019072376418,1.0302305363334,0.982231591566425,0.993352570238357,53.1753986049518,55.356979694652,54.8515244833462
3,2026071803,NUAA,W2,17,0.0148476120149696,0.0144463930649372,0.0163762517608315,0.0139356538370896,0.117647058823529,2.27781854931088,1.12491802377369,1.26691476642889,1.13620594099686,50.6142390440177,44.3803472927121,50.1186808167574
3,2026071803,NUAA,W3,11,0.0295033416448534,0.0295033416448534,0.0270618023104883,0.0295033416448534,0,1.32585841215786,0.989326758526443,0.916054934764351,0.985671219100318,25.3821713197644,30.90853997951,25.657882466038
3,2026071803,NUAA,W4,28,0.0499947737234601,0.0491688217260779,0.0505121994922675,0.0490388805558007,0.0714285714285714,1.25657168204736,0.959427455355607,0.964496019282692,0.982924693289363,23.6472165445916,23.2438520569544,21.7772684732272
3,2026071803,NUAA,W5,7,0.0243134056071281,0.0289433481729886,0.0302825821173788,0.0308928557556908,0.142857142857143,1.91362436556734,1.22956108231799,1.2583630085529,1.49283319505988,35.746999022274,34.2419008037751,21.989225162416
3,2026071803,NUAA,W6,14,0.0360025923619169,0.0375772410008179,0.0365848603558963,0.0340589736308353,0.714285714285714,1.26049718807981,1.02915813530527,1.01060444282641,0.961362218489404,18.3530003051381,19.824934765152,23.7315062992007
3,2026071803,NUAA,W7,8,0.0769839701819179,0.0769839701819179,0.0746590918411004,0.0769839701819179,0,1.04113242768895,1.01612005840132,0.98750256883825,1.00926683371886,2.40241957914477,5.15110829558371,3.06066674350211
3,2026071803,NUAA,W8,31,0.0589604040915583,0.0591326667941798,0.060023138097507,0.0592211516527759,0.032258064516129,1.2564370553588,1.03313317324138,1.02120586412588,1.05312526045625,17.7727870381582,18.7220832296886,16.1816140359291
3,2026071803,NUAA,W9,7,0.052176046086479,0.052176046086479,0.0557387638430218,0.052176046086479,0,0.953430723593177,1.04768293226076,1.10881188895373,1.10450413493139,-9.88558542694949,-16.2970587705598,-15.8452426169846
3,2026071803,PHM2010,c1,315,0.00801215564201792,0.00745896232553072,0.00927987493772298,0.00802047011664012,0.307936507936508,1.16437819233294,0.917209210860459,1.1132066872975,1.1165719100073,21.2275515893386,4.39474952145178,4.10573494423296
3,2026071803,PHM2010,c4,315,0.0150087833008585,0.0154105554207928,0.0154616812654739,0.0151692014908191,0.0920634920634921,1.0286645824432,1.12625225416468,1.12739421762577,1.03939342861347,-9.48683111940194,-9.59784529064685,-1.04298780704491
3,2026071803,PHM2010,c6,315,0.0145958561471217,0.0127749705239092,0.0109423572151784,0.0133401554334141,0.282539682539683,1.36610050068037,0.963230226769361,0.801906065524328,0.903810279579627,29.4905297019043,41.2996287516951,33.8401326161951
4,2026071804,NUAA,W1,29,0.0189662457220917,0.0182759483719491,0.0170741751509185,0.0186268797759544,0.137931034482759,2.18903806074079,1.06232407286491,1.01512432251186,1.03654633818186,51.4707353920833,53.6269222213372,52.6483181461412
4,2026071804,NUAA,W2,17,0.0148476120149696,0.0144463930649372,0.0163762517608315,0.0139356538370896,0.117647058823529,2.24496732639876,1.12083060159808,1.26498918383572,1.15174849517228,50.073634105132,43.6522229539553,48.6964250379606
4,2026071804,NUAA,W3,11,0.0295033416448534,0.0295033416448534,0.0270618023104883,0.0295033416448534,0,1.2349283264416,0.996932535352418,0.922078229014195,0.994835191978846,19.2720327158548,25.3334619288289,19.4418679466665
4,2026071804,NUAA,W4,28,0.0499947737234601,0.0491688217260779,0.0505121994922675,0.0490388805558007,0.0714285714285714,1.2795531187388,0.965748769356331,0.971964622796018,0.986355471862258,24.5245269451395,24.0387437956433,22.91406605812
4,2026071804,NUAA,W5,7,0.0243134056071281,0.0289433481729886,0.0302825821173788,0.0308928557556908,0.142857142857143,1.62236602307573,1.21466739594116,1.24650064529472,1.47191142893181,25.1298795299993,23.1677298732153,9.27377620117351
4,2026071804,NUAA,W6,14,0.0360025923619169,0.0375772410008179,0.0365848603558963,0.0340589736308353,0.714285714285714,1.20383856437492,1.03140261957022,1.0096141922705,0.960426242288193,14.3238429061489,16.1337556257201,20.2196813833688
4,2026071804,NUAA,W7,8,0.0769839701819179,0.0769839701819179,0.0746590918411004,0.0769839701819179,0,1.04080464494629,1.01153987379095,0.987521035903666,1.00275837118684,2.81174486465257,5.11946303288954,3.65546732945339
4,2026071804,NUAA,W8,31,0.0589604040915583,0.0591326667941798,0.060023138097507,0.0592211516527759,0.032258064516129,1.26295722156323,1.0365760236958,1.0231180593913,1.05423610904947,17.9246924600677,18.990283920707,16.5263802249301
