HeldOutCondition,LambdaAll,LambdaReduced,Gate,InnerMAE_Gate001,InnerMAE_Gate010,InnerMAE_Gate050
4,1000,316.227766016838,0.01,0.14228907047352,0.142414371863428,0.142475868008308
3,1000,1000,0.5,0.14235263803644,0.142211971175985,0.142068507500884
1,316.227766016838,316.227766016838,0.01,0.13831449381435,0.138345129701206,0.139826370027032
2,1,0.000316227766016838,0.01,0.113617521635232,0.114369016913833,0.115837367253171
8,1000,316.227766016838,0.5,0.135677872112176,0.134881993907406,0.134504743375129
6,1000,316.227766016838,0.1,0.129541810915808,0.129506606980698,0.129526372531441
5,316.227766016838,100,0.01,0.0856268103896894,0.0857473433526439,0.0865067118387199
7,316.227766016838,316.227766016838,0.01,0.113901313775718,0.114095727893261,0.115099667861118
