Dataset,Experiment,TargetSensor,FaultType,SeverityBin,RecordScenarioRows,TechnicalRepeatN,FixedMAE,DetectorGuidedMedianMAE,DetectorGuidedMaskMAE,SQTR_MAE,OracleEnvelopeMAE,MeanSQTRRegret,CorrectDetectionRate,MissRate,WrongChannelRate
NUAA,W8,force_z,Dropout,High,325,30,0.145722904065921,0.0627786805476282,0.0589711687027629,0.0678602135908948,0.0582193751866296,0.00964083840426518,1,0,0
NUAA,W9,force_z,Dropout,High,56,30,0.0615982386515119,0.0609153334919985,0.0645941841266134,0.0618808328033256,0.0525043722227351,0.00937646058059049,1,0,0
NUAA,W1,force_z,Bias,Low,303,30,0.0347552240606545,0.0283001977843272,0.0267173653112709,0.0275434417932874,0.0124359497694051,0.0151074920238823,0.174917491749175,0.752475247524752,0.0726072607260726
NUAA,W2,force_z,Bias,Low,174,30,0.0243594228876235,0.019794673840891,0.021262184881896,0.0201967171568286,0.0110632770741951,0.0091334400826335,0.505747126436782,0.494252873563218,0
NUAA,W3,force_z,Bias,Low,114,30,0.0294320230720601,0.0285785044195437,0.0280529125335937,0.028468583730125,0.0206673375166713,0.00780124621345369,0.175438596491228,0.824561403508772,0
NUAA,W4,force_z,Bias,Low,286,30,0.0331835207624036,0.0406226184125413,0.0433610851772592,0.0399368884235922,0.0298864282353283,0.0100504601882639,0.181818181818182,0.776223776223776,0.041958041958042
NUAA,W5,force_z,Bias,Low,74,30,0.0356792017735009,0.0367452193112,0.0387310414708119,0.040002672867128,0.0212926695058842,0.0187100033612438,0.148648648648649,0.702702702702703,0.148648648648649
NUAA,W6,force_z,Bias,Low,139,30,0.0379138284540787,0.0378310008965444,0.0364876283231186,0.0377468871273266,0.0313445626507158,0.00640232447661076,0.0935251798561151,0.906474820143885,0
NUAA,W7,force_z,Bias,Low,95,30,0.0801542991484332,0.0809975929791592,0.0799918003494792,0.0808763998810395,0.0724540874150961,0.00842231246594338,0.126315789473684,0.873684210526316,0
NUAA,W8,force_z,Bias,Low,336,30,0.0676427647461692,0.0669467946246932,0.0674914011537444,0.0672766291222255,0.0564850709225594,0.0107915581996662,0.056547619047619,0.943452380952381,0
