Repeat,Seed,Dataset,TargetPair,FaultType,RunLevelN,FullMAE,MedianReplacementMAE,SingleMaskTrainMAE,MultiMaskTrainMAE,SingleSQTR_MAE,SubsetRoutingMAE,OraclePairExclusionMAE,ExactSetDetectionRate,BothTargetDetectedRate,ExtraChannelTriggerRate,MeanDurationFraction,MeanSeverity
1,2026081501,PHM2010,vibration_x+vibration_y,Dropout,945,0.011787613053046,0.0133860362687003,0.013786709759665,0.0144869998492444,0.0126451904109385,0.0140315899449538,0.013837131998922,0.591534391534392,0.598941798941799,0.00952380952380952,0.404529635704678,0.404529635704678
1,2026081501,PHM2010,vibration_x+vibration_y,Bias,945,0.0172607837831547,0.016972624426557,0.0174928657474837,0.0197875026649024,0.0170763357357236,0.0170970002828122,0.013837131998922,0.0126984126984127,0.0126984126984127,0.00952380952380952,0.605470907205248,1.7355349352754
1,2026081501,PHM2010,vibration_x+vibration_y,Noise,945,0.015667633689652,0.0156997562272909,0.0141733200910851,0.0147360250331016,0.0156978314554153,0.0156881880884476,0.013837131998922,0,0,0.00952380952380952,0.602654080950125,1.12531646342261
2,2026081502,NUAA,force_z+vibration_x,Saturation,152,0.0906829321108378,0.0416237937604025,0.0397722236240879,0.0425918605384639,0.0997360584416577,0.0588560493494696,0.0586484258120297,0.967105263157895,0.986842105263158,0.0197368421052632,0.391309478568074,0.391309478568074
2,2026081502,NUAA,force_z+vibration_x,Dropout,152,0.0521443920008473,0.0415797984902087,0.0397021229467088,0.0426744717484328,0.052081225011701,0.0586531402917018,0.0586484258120297,0.967105263157895,0.986842105263158,0.0197368421052632,0.413220468836408,0.413220468836408
2,2026081502,NUAA,force_z+vibration_x,Bias,152,0.0650040223354774,0.0477067725892173,0.0472049767605303,0.0464222284376361,0.048214364768545,0.0481750271675427,0.0586484258120297,0.0131578947368421,0.0131578947368421,0.0197368421052632,0.613432470838113,1.7581358126488
2,2026081502,NUAA,force_z+vibration_x,Noise,152,0.091653892982079,0.0449025227046503,0.0448475265039717,0.0446134980808379,0.0474215497680861,0.0463806550439271,0.0586484258120297,0.00657894736842105,0.00657894736842105,0.0197368421052632,0.59187127350964,1.14730269565877
2,2026081502,NUAA,force_z+vibration_y,Saturation,152,0.105750408908644,0.040878544102565,0.0390527523990184,0.041069943129962,0.0894365354375921,0.0408012563864064,0.040833826260722,0.973684210526316,0.980263157894737,0.00657894736842105,0.382554478100185,0.382554478100185
2,2026081502,NUAA,force_z+vibration_y,Dropout,152,0.0550236710620739,0.0403403653047676,0.0388201356500576,0.0406478736459595,0.0510056458853669,0.0408193607429809,0.040833826260722,0.921052631578947,0.921052631578947,0.00657894736842105,0.402364807271224,0.402364807271224
2,2026081502,NUAA,force_z+vibration_y,Bias,152,0.0692181015751934,0.0441146429659284,0.0424265860307777,0.04295781437423,0.0446740656980417,0.0441627626605052,0.040833826260722,0.256578947368421,0.256578947368421,0.00657894736842105,0.593598427971385,1.71556977737849
2,2026081502,NUAA,force_z+vibration_y,Noise,152,0.0856556737533279,0.0450389828575514,0.0438093269146558,0.046254595869438,0.0461199181281992,0.045328324042831,0.040833826260722,0.0197368421052632,0.0197368421052632,0.00657894736842105,0.577476080480389,1.11829146393861
2,2026081502,NUAA,vibration_x+vibration_y,Saturation,152,0.0491138359552031,0.0381550550447359,0.0374069017775911,0.0377409178067707,0.0387391699784602,0.0378296641271633,0.0379406954754658,0.986842105263158,1,0.0131578947368421,0.381262095465309,0.381262095465309
2,2026081502,NUAA,vibration_x+vibration_y,Dropout,152,0.0417463501129837,0.0381550550447359,0.0374069017775911,0.0377409178067707,0.0400710008938958,0.0378296641271633,0.0379406954754658,0.986842105263158,1,0.0131578947368421,0.392795595552303,0.392795595552303
2,2026081502,NUAA,vibration_x+vibration_y,Bias,152,0.0465995967222069,0.0416692985115643,0.0407121493897434,0.040633072161379,0.0411168886053562,0.0408226038288288,0.0379406954754658,0.0328947368421053,0.0328947368421053,0.0131578947368421,0.58515159064181,1.76297260229253
2,2026081502,NUAA,vibration_x+vibration_y,Noise,152,0.0408438951494944,0.0407444065430005,0.0407068450005209,0.041123996145731,0.0404805222678844,0.0404805222678844,0.0379406954754658,0,0,0.0131578947368421,0.571091275420436,1.13596817554573
2,2026081502,PHM2010,force_z+vibration_x,Saturation,945,0.0252565997797864,0.0136915375033421,0.01196071396682,0.0128342106137564,0.0147911588102246,0.0114857559756938,0.0114861988707107,0.991534391534391,1,0.00846560846560847,0.400364360821917,0.400364360821917
2,2026081502,PHM2010,force_z+vibration_x,Dropout,945,0.022162187519164,0.0142712848680131,0.012107914407069,0.0129886386580388,0.0111210575714166,0.0117803217211102,0.0114861988707107,0.816931216931217,0.825396825396825,0.00846560846560847,0.394569925261661,0.394569925261661
2,2026081502,PHM2010,force_z+vibration_x,Bias,945,0.0169107230310698,0.0150983613173275,0.0136144381365875,0.0149315567223953,0.014778786845906,0.0146494243067724,0.0114861988707107,0.0920634920634921,0.0931216931216931,0.00846560846560847,0.595930729824305,1.73488970430085
2,2026081502,PHM2010,force_z+vibration_x,Noise,945,0.0143586475524703,0.0143067909857637,0.0141920182332662,0.0144195830519224,0.0140269052757439,0.0140278437930775,0.0114861988707107,0.00211640211640212,0.00211640211640212,0.00846560846560847,0.610295092123974,1.12749488549954
2,2026081502,PHM2010,force_z+vibration_y,Saturation,945,0.0191470171061494,0.0136041246506154,0.0126408701501635,0.0134764210936959,0.0118780768730053,0.012063596183814,0.0120501203448286,0.986243386243386,1,0.0137566137566138,0.404006766023435,0.404006766023435
2,2026081502,PHM2010,force_z+vibration_y,Dropout,945,0.0202378626806896,0.0137229753003512,0.0125256099837099,0.0133929012676723,0.0107550745481178,0.0117004966267913,0.0120501203448286,0.657142857142857,0.665608465608466,0.0137566137566138,0.397878527165192,0.397878527165192
2,2026081502,PHM2010,force_z+vibration_y,Bias,945,0.0164364112974818,0.0141954269540126,0.0153478601160744,0.0179279056535018,0.0144759636984159,0.0144471550026919,0.0120501203448286,0.0275132275132275,0.0285714285714286,0.0137566137566138,0.59902204979488,1.76780245797149
2,2026081502,PHM2010,force_z+vibration_y,Noise,945,0.0156439553589014,0.0156260639326714,0.0143747730414943,0.0140185534094801,0.0152079004465704,0.0151984352091715,0.0120501203448286,0,0,0.0137566137566138,0.602736241048975,1.1393953293001
2,2026081502,PHM2010,vibration_x+vibration_y,Saturation,945,0.0160478273620465,0.0136287499590422,0.0136189001570198,0.0144037868687172,0.0160639068571881,0.013856383007175,0.013837131998922,0.990476190476191,1,0.00952380952380952,0.40403302721833,0.40403302721833
2,2026081502,PHM2010,vibration_x+vibration_y,Dropout,945,0.0119658677374822,0.0134970804691108,0.0136194642542985,0.0143045003210124,0.0127604817622946,0.0140467107432754,0.013837131998922,0.585185185185185,0.593650793650794,0.00952380952380952,0.396200802520011,0.396200802520011
2,2026081502,PHM2010,vibration_x+vibration_y,Bias,945,0.0173092237083034,0.0169140844268434,0.018041173731646,0.0202924572800247,0.0170899054656461,0.017080236936205,0.013837131998922,0.0253968253968254,0.0253968253968254,0.00952380952380952,0.60705243601272,1.74744518372757
2,2026081502,PHM2010,vibration_x+vibration_y,Noise,945,0.0157673909996638,0.0158093462246894,0.0141229145958671,0.0145786265005644,0.015820853609128,0.0158112276361071,0.013837131998922,0,0,0.00952380952380952,0.594791946434911,1.12687419392298
3,2026081503,NUAA,force_z+vibration_x,Saturation,152,0.0873375597086547,0.0422306093719629,0.0405443826014872,0.0433314246189616,0.0966992658711712,0.0584398233278201,0.0586484258120297,0.953947368421053,0.973684210526316,0.0197368421052632,0.392955275305923,0.392955275305923
3,2026081503,NUAA,force_z+vibration_x,Dropout,152,0.0498529737603997,0.0418123774408039,0.0399855332914949,0.042708776001095,0.0500363714773792,0.0578795164809338,0.0586484258120297,0.894736842105263,0.907894736842105,0.0197368421052632,0.380064659997942,0.380064659997942
3,2026081503,NUAA,force_z+vibration_x,Bias,152,0.0615609454861842,0.0438938387231723,0.043106848153855,0.0429397120494387,0.0452204454715394,0.0441560303717399,0.0586484258120297,0.0328947368421053,0.0328947368421053,0.0197368421052632,0.580328631571615,1.68262508692343
3,2026081503,NUAA,force_z+vibration_x,Noise,152,0.0920777106859329,0.0495799397572503,0.0495830794499128,0.0483001996335189,0.0505444593324236,0.0505470966246815,0.0586484258120297,0,0,0.0197368421052632,0.578752319811993,1.1503266977997
3,2026081503,NUAA,force_z+vibration_y,Saturation,152,0.118635002342976,0.0419881157356215,0.0400609511842392,0.0418235451569508,0.0936771799454135,0.042260593038913,0.040833826260722,0.967105263157895,0.973684210526316,0.00657894736842105,0.403281842469332,0.403281842469332
3,2026081503,NUAA,force_z+vibration_y,Dropout,152,0.0550755181042955,0.0409459919526561,0.0395102135755813,0.0412504226211465,0.0500824747432403,0.0412520807805365,0.040833826260722,0.927631578947368,0.934210526315789,0.00657894736842105,0.40411944111668,0.40411944111668
3,2026081503,NUAA,force_z+vibration_y,Bias,152,0.0756436728437069,0.0439066340155388,0.0427838242598031,0.0436907818851815,0.0476039477795265,0.0436393629794418,0.040833826260722,0.263157894736842,0.263157894736842,0.00657894736842105,0.600330761188355,1.81918974448474
3,2026081503,NUAA,force_z+vibration_y,Noise,152,0.0840903100436688,0.0435233845072836,0.0427608099823971,0.0445539538211125,0.0436652582432195,0.0438775280431121,0.040833826260722,0.0263157894736842,0.0263157894736842,0.00657894736842105,0.599714305786107,1.12598714077009
3,2026081503,NUAA,vibration_x+vibration_y,Saturation,152,0.0507109374511801,0.0381550550447359,0.0374069017775911,0.0377409178067707,0.0383311804900727,0.0378296641271633,0.0379406954754658,0.986842105263158,1,0.0131578947368421,0.401057891325346,0.401057891325346
3,2026081503,NUAA,vibration_x+vibration_y,Dropout,152,0.0423516099959086,0.0381550550447359,0.0374069017775911,0.0377409178067707,0.0399203169103105,0.0378296641271633,0.0379406954754658,0.986842105263158,1,0.0131578947368421,0.390908521791629,0.390908521791629
3,2026081503,NUAA,vibration_x+vibration_y,Bias,152,0.0461458518730489,0.0399244123528746,0.0400174307365298,0.0388123945063593,0.0411804814197088,0.0407292704470803,0.0379406954754658,0.0394736842105263,0.0394736842105263,0.0131578947368421,0.603956764292861,1.712867997679
3,2026081503,NUAA,vibration_x+vibration_y,Noise,152,0.0406929442879601,0.0403995650740191,0.0403434880158901,0.0410754985447556,0.0403615856254637,0.0403615856254637,0.0379406954754658,0,0,0.0131578947368421,0.581283390075586,1.1113570687345
3,2026081503,PHM2010,force_z+vibration_x,Saturation,945,0.02522938227117,0.0136915375033421,0.01196071396682,0.0128342106137564,0.0149555681223948,0.0114857559756938,0.0114861988707107,0.991534391534391,1,0.00846560846560847,0.40101530935891,0.40101530935891
3,2026081503,PHM2010,force_z+vibration_x,Dropout,945,0.0222722023068391,0.0144637381417231,0.0121466507748014,0.012970030976746,0.0112301602766834,0.0119458010450181,0.0114861988707107,0.812698412698413,0.821164021164021,0.00846560846560847,0.398267872229646,0.398267872229646
3,2026081503,PHM2010,force_z+vibration_x,Bias,945,0.017959062037977,0.015934480150357,0.0139891261946125,0.015707631678101,0.0157575725337513,0.0156643645726654,0.0114861988707107,0.0952380952380952,0.0952380952380952,0.00846560846560847,0.60099454520046,1.74128771365841
3,2026081503,PHM2010,force_z+vibration_x,Noise,945,0.0146743343861768,0.0145168663612151,0.0142681153122309,0.0145660758935557,0.0142880024194003,0.0142674389961493,0.0114861988707107,0.00211640211640212,0.00211640211640212,0.00846560846560847,0.606057204007531,1.13410018198142
3,2026081503,PHM2010,force_z+vibration_y,Saturation,945,0.0193863708361896,0.0136041246506154,0.0126408701501635,0.0134764210936959,0.011880730014246,0.012063596183814,0.0120501203448286,0.986243386243386,1,0.0137566137566138,0.411276247586324,0.411276247586324
3,2026081503,PHM2010,force_z+vibration_y,Dropout,945,0.020155163328658,0.0138760451288663,0.0124956019201279,0.0133378523061884,0.0108346432472451,0.0117958944551524,0.0120501203448286,0.662433862433862,0.671957671957672,0.0137566137566138,0.401160534479819,0.401160534479819
3,2026081503,PHM2010,force_z+vibration_y,Bias,945,0.0153648055072682,0.0137311480064924,0.015339908000816,0.0173175717463902,0.0135918302342582,0.0135648192543594,0.0120501203448286,0.0253968253968254,0.0275132275132275,0.0137566137566138,0.587667223330028,1.71693373730467
3,2026081503,PHM2010,force_z+vibration_y,Noise,945,0.0152979295812481,0.0153458237386163,0.0140952621445918,0.0138984849677068,0.014977710920403,0.0149510390177554,0.0120501203448286,0,0,0.0137566137566138,0.604523003873122,1.12948386199101
3,2026081503,PHM2010,vibration_x+vibration_y,Saturation,945,0.0154231062451167,0.0136287499590422,0.0136189001570198,0.0144037868687172,0.0153154929868061,0.013856383007175,0.013837131998922,0.990476190476191,1,0.00952380952380952,0.398472103636936,0.398472103636936
3,2026081503,PHM2010,vibration_x+vibration_y,Dropout,945,0.0118079552470767,0.0133947406852231,0.0136355572914583,0.0143344842769931,0.0126503217456203,0.0139253058206283,0.013837131998922,0.573544973544974,0.57989417989418,0.00952380952380952,0.401048581127353,0.401048581127353
3,2026081503,PHM2010,vibration_x+vibration_y,Bias,945,0.016601467836849,0.0162043701432593,0.0172301773957845,0.0195315314894559,0.0164855182258337,0.0164581165309683,0.013837131998922,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.589184395982541,1.74602454766648
3,2026081503,PHM2010,vibration_x+vibration_y,Noise,945,0.0155890633815954,0.0156270554230841,0.0141342713529786,0.0146311667546403,0.015642700297275,0.0156330383331954,0.013837131998922,0,0,0.00952380952380952,0.594635188574772,1.12469066687178
4,2026081504,NUAA,force_z+vibration_x,Saturation,152,0.0884760055147229,0.0419179180189827,0.0399441976497434,0.0429309348015733,0.0978929233505074,0.0584818435272323,0.0586484258120297,0.953947368421053,0.973684210526316,0.0197368421052632,0.391231642245853,0.391231642245853
4,2026081504,NUAA,force_z+vibration_x,Dropout,152,0.0520674023096144,0.0416052322878199,0.0397910651676216,0.0427891971949561,0.0526896018059969,0.0567474892098577,0.0586484258120297,0.921052631578947,0.940789473684211,0.0197368421052632,0.39202086924934,0.39202086924934
4,2026081504,NUAA,force_z+vibration_x,Bias,152,0.066037774765884,0.0470044597799388,0.0459517999709944,0.0461729216691299,0.0483075929812018,0.0483625932355687,0.0586484258120297,0.0328947368421053,0.0328947368421053,0.0197368421052632,0.597688454667671,1.82410719908813
4,2026081504,NUAA,force_z+vibration_x,Noise,152,0.0919335277539493,0.0470070993556455,0.0470540419489913,0.0468773993627071,0.0486469445440727,0.048646371420895,0.0586484258120297,0,0,0.0197368421052632,0.583930311307789,1.09238915076644
4,2026081504,NUAA,force_z+vibration_y,Saturation,152,0.110854624012774,0.0407988332762164,0.039384170436274,0.0410674757645191,0.0916160326279969,0.0411667504499315,0.040833826260722,0.953947368421053,0.960526315789474,0.00657894736842105,0.392830196095313,0.392830196095313
4,2026081504,NUAA,force_z+vibration_y,Dropout,152,0.056201006211572,0.0408496945184556,0.039097657728332,0.0411203439741485,0.0506681851003087,0.0407212416963647,0.040833826260722,0.947368421052632,0.953947368421053,0.00657894736842105,0.393702639608609,0.393702639608609
4,2026081504,NUAA,force_z+vibration_y,Bias,152,0.0711754459746643,0.0451677916359269,0.0433927696156096,0.0438446477460942,0.0484973989479087,0.0449051076117763,0.040833826260722,0.309210526315789,0.309210526315789,0.00657894736842105,0.621317361694391,1.69409444292481
4,2026081504,NUAA,force_z+vibration_y,Noise,152,0.0874628039228286,0.0451250264605625,0.0439792597932642,0.045678392033621,0.0462972756051001,0.0453101778496616,0.040833826260722,0.0328947368421053,0.0328947368421053,0.00657894736842105,0.588539681197532,1.1514342795689
4,2026081504,NUAA,vibration_x+vibration_y,Saturation,152,0.0534052670148572,0.0381550550447359,0.0374069017775911,0.0377409178067707,0.0388533166278839,0.0378296641271633,0.0379406954754658,0.986842105263158,1,0.0131578947368421,0.385745104941093,0.385745104941093
4,2026081504,NUAA,vibration_x+vibration_y,Dropout,152,0.0416130859835857,0.0381550550447359,0.0374069017775911,0.0377409178067707,0.0392970090159902,0.0378296641271633,0.0379406954754658,0.986842105263158,1,0.0131578947368421,0.410210786092159,0.410210786092159
4,2026081504,NUAA,vibration_x+vibration_y,Bias,152,0.0442091764166285,0.0396732315785158,0.0393448996314515,0.0390066773646675,0.0400308657689148,0.0397735236614787,0.0379406954754658,0.0197368421052632,0.0197368421052632,0.0131578947368421,0.586765597183697,1.81687587341604
4,2026081504,NUAA,vibration_x+vibration_y,Noise,152,0.0397283497845567,0.0397268786347046,0.0399867692731287,0.0402591958236877,0.0396859970684126,0.0396859970684126,0.0379406954754658,0,0,0.0131578947368421,0.582549650705003,1.0869351658559
4,2026081504,PHM2010,force_z+vibration_x,Saturation,945,0.0259003919191042,0.0136915375033421,0.01196071396682,0.0128342106137564,0.0152710213266335,0.0114857559756938,0.0114861988707107,0.991534391534391,1,0.00846560846560847,0.396604724136933,0.396604724136933
4,2026081504,PHM2010,force_z+vibration_x,Dropout,945,0.0228918397642165,0.0143611192229345,0.0120659556449022,0.012894448958612,0.0111946294172027,0.0118636541466339,0.0114861988707107,0.824338624338624,0.832804232804233,0.00846560846560847,0.408975460535542,0.408975460535542
4,2026081504,PHM2010,force_z+vibration_x,Bias,945,0.017373486777255,0.0159474909736743,0.0142863158837768,0.0158830328167907,0.0157309800833661,0.0156684595751362,0.0114861988707107,0.0994708994708995,0.101587301587302,0.00846560846560847,0.600442206897752,1.73728859870914
4,2026081504,PHM2010,force_z+vibration_x,Noise,945,0.0148478194816716,0.0148458670631847,0.0143987936724542,0.0147096194484916,0.014543699031582,0.0145356611169915,0.0114861988707107,0.00317460317460317,0.00317460317460317,0.00846560846560847,0.598101843644938,1.12077311981006
4,2026081504,PHM2010,force_z+vibration_y,Saturation,945,0.0196276556766084,0.0136041246506154,0.0126408701501635,0.0134764210936959,0.0118160917854018,0.012063596183814,0.0120501203448286,0.986243386243386,1,0.0137566137566138,0.402033061783951,0.402033061783951
4,2026081504,PHM2010,force_z+vibration_y,Dropout,945,0.0206003341689026,0.013928839006064,0.0125453585800288,0.0133644204492951,0.0108766689651685,0.0117766199335862,0.0120501203448286,0.665608465608466,0.674074074074074,0.0137566137566138,0.400901840639407,0.400901840639407
4,2026081504,PHM2010,force_z+vibration_y,Bias,945,0.0160529914410064,0.0140388782799907,0.0155973276804975,0.0179290012393225,0.0140723682776523,0.0140728940623266,0.0120501203448286,0.0264550264550265,0.0275132275132275,0.0137566137566138,0.610915827915807,1.74621825025951
4,2026081504,PHM2010,force_z+vibration_y,Noise,945,0.0151341859317743,0.0149870813798812,0.0139005764665995,0.013750678519907,0.0147063478298396,0.01468604031433,0.0120501203448286,0,0,0.0137566137566138,0.591556872266444,1.11675906337374
4,2026081504,PHM2010,vibration_x+vibration_y,Saturation,945,0.0161178542381983,0.0136287499590422,0.0136189001570198,0.0144037868687172,0.0157533168578274,0.013856383007175,0.013837131998922,0.990476190476191,1,0.00952380952380952,0.394901732344885,0.394901732344885
4,2026081504,PHM2010,vibration_x+vibration_y,Dropout,945,0.0118930847052878,0.0134793127717098,0.0136953196304865,0.0143304289623471,0.0127896630442568,0.0140554556240737,0.013837131998922,0.573544973544974,0.580952380952381,0.00952380952380952,0.391953795065371,0.391953795065371
4,2026081504,PHM2010,vibration_x+vibration_y,Bias,945,0.01723965042094,0.0168785380825559,0.0175949768695267,0.0200590689198443,0.0170652395217042,0.0170423884310593,0.013837131998922,0.0105820105820106,0.0105820105820106,0.00952380952380952,0.595212818142558,1.74730552542856
4,2026081504,PHM2010,vibration_x+vibration_y,Noise,945,0.0158476108244584,0.015900721769297,0.014235512828871,0.01480251578306,0.0159015699092139,0.0158919155183836,0.013837131998922,0,0,0.00952380952380952,0.604103494638531,1.13075930202725
5,2026081505,NUAA,force_z+vibration_x,Saturation,152,0.0938701172378935,0.0416491255950116,0.03978983671213,0.0426908580619271,0.102739824494564,0.0586074662401966,0.0586484258120297,0.980263157894737,1,0.0197368421052632,0.406026966922812,0.406026966922812
5,2026081505,NUAA,force_z+vibration_x,Dropout,152,0.0490790108487481,0.0417079282332953,0.0400013970854424,0.0427218269465298,0.0484714736620947,0.0573872532416622,0.0586484258120297,0.901315789473684,0.921052631578947,0.0197368421052632,0.374027767806168,0.374027767806168
5,2026081505,NUAA,force_z+vibration_x,Bias,152,0.0682109241838756,0.0449464369814271,0.0449116757035406,0.0442577075598869,0.047602761569,0.0464805920666841,0.0586484258120297,0.0526315789473684,0.0526315789473684,0.0197368421052632,0.618733061889838,1.78851934231569
5,2026081505,NUAA,force_z+vibration_x,Noise,152,0.0958200812661633,0.0452712490847106,0.0444978120081108,0.0440887268440734,0.0461442086933212,0.0461407389794445,0.0586484258120297,0,0,0.0197368421052632,0.600296400544893,1.14123401693707
5,2026081505,NUAA,force_z+vibration_y,Saturation,152,0.118313645115487,0.0419296687221444,0.0402208035824314,0.0420665349377837,0.0953843808768586,0.0420517659710568,0.040833826260722,0.960526315789474,0.967105263157895,0.00657894736842105,0.408238887606747,0.408238887606747
