Repeat,Seed,Dataset,Experiment,RunLevelN,CleanFullMAE,CleanMedianReplacementMAE,CleanMaskDropoutMAE,CleanAutoMAE,CleanTriggerRate,FullRelativeMAE,MedianReplacementRelativeMAE,MaskDropoutRelativeMAE,AutoRelativeMAE,MedianImprovementPercent,MaskDropoutImprovementPercent,AutoImprovementPercent
1,2026071801,NUAA,W1,29,0.0189662457220917,0.018936793580439,0.0179155949771697,0.0189421758134079,0.0344827586206897,2.22663855873787,1.07638591884491,1.02510812271812,1.0456305312175,51.658704794233,53.9616289004185,53.0399522134301
1,2026071801,NUAA,W2,17,0.0148476120149696,0.0144463930649372,0.0163762517608315,0.0139356538370896,0.117647058823529,2.22519429317529,1.16367494803458,1.31597786074232,1.18647456016915,47.7045689177078,40.8600918680026,46.6799567207192
1,2026071801,NUAA,W3,11,0.0295033416448534,0.0295033416448534,0.0270618023104883,0.0295033416448534,0,1.26349757922392,0.985846313050366,0.908852060384187,0.980654419120318,21.9748158397021,28.0685554662926,22.385730274001
1,2026071801,NUAA,W4,28,0.0499947737234601,0.0498829239877363,0.0521321782101146,0.0498742564749862,0.0357142857142857,1.28383322873218,0.97796245693172,0.989508053394059,0.998265642703393,23.8248056644023,22.9254991030866,22.2433552612434
1,2026071801,NUAA,W5,7,0.0243134056071281,0.0289433481729886,0.0302825821173788,0.0308928557556908,0.142857142857143,1.62942959114131,1.19035028048132,1.23507531145793,1.43406120790873,26.9468108991718,24.2019834319544,11.9899862071207
1,2026071801,NUAA,W6,14,0.0360025923619169,0.0360025923619169,0.0351111199096593,0.0360025923619169,0,1.16753900391954,1.01546294212138,0.9921395457061,0.976603765422038,13.0253517259485,15.0230063085347,16.3536496730739
1,2026071801,NUAA,W7,8,0.0769839701819179,0.0769839701819179,0.0746590918411004,0.0769839701819179,0,1.04755562669478,1.00640066428196,0.979844613073372,0.996731139481963,3.92866606450927,6.46371532889817,4.85172203916032
1,2026071801,NUAA,W8,31,0.0589604040915583,0.0589604040915583,0.0600727855055994,0.0589604040915583,0,1.28268178260591,1.04246893538961,1.03523346645584,1.05787888454809,18.7273921305939,19.2914812937746,17.5260069259815
1,2026071801,NUAA,W9,7,0.052176046086479,0.052176046086479,0.0557387638430218,0.052176046086479,0,0.971149107122845,1.02464489921074,1.08318575868142,1.08051604776178,-5.50850448149877,-11.5365035849639,-11.2616013171187
1,2026071801,PHM2010,c1,315,0.00801215564201792,0.00799853122178742,0.0104567740833376,0.00804574505758346,0.0380952380952381,1.17547995025466,0.977674567717212,1.22425972278117,1.11252843240714,16.8276270892235,-4.14977495072937,5.35538848058393
