Dataset,TargetSensor,FaultType,TechnicalRepeatN,MeanCorrectDetectionRate,SDCorrectDetectionRate,MeanMAEImprovementPercent,MeanDurationFraction,MeanSeverity
NUAA,force_z,Saturation,30,0.967543859649123,0.015543045730378,53.1128818161133,0.399020553613549,0.399020553613549
NUAA,force_z,Dropout,30,0.929385964912281,0.0174433752692505,20.6721284369726,0.396277423676098,0.396277423676098
NUAA,force_z,Bias,30,0.566228070175439,0.0471870055609287,28.1950397056173,0.605190461543505,1.7233065104493
NUAA,force_z,Noise,30,0.618640350877193,0.0329393224763176,47.6598064646834,0.600196255682826,1.11642440011966
NUAA,vibration_x,Saturation,30,1,0,-3.25105640565805,0.402713837578869,0.402713837578869
NUAA,vibration_x,Dropout,30,1,0,-1.61352100723407,0.401269363311528,0.401269363311528
NUAA,vibration_x,Bias,30,0.0138157894736842,0.00468399130790691,0.000479522095848998,0.594461926831551,1.74686807895362
NUAA,vibration_x,Noise,30,0.00657894736842105,4.41094754225289e-18,-0.42602565305533,0.592739893181283,1.11649570001768
NUAA,vibration_y,Saturation,30,1,0,24.9581641823801,0.402741260052425,0.402741260052425
NUAA,vibration_y,Dropout,30,1,0,9.11497907264581,0.39851905877917,0.39851905877917
NUAA,vibration_y,Bias,30,0.413377192982456,0.0515740897066845,14.4742175915741,0.603324001263997,1.73562364141651
NUAA,vibration_y,Noise,30,0.0236842105263158,0.00802969938498328,0.283953294885868,0.604710951743571,1.12903922967665
PHM2010,force_z,Saturation,30,1,0,41.1674683924903,0.40043253733908,0.40043253733908
PHM2010,force_z,Dropout,30,1,0,50.0166272725524,0.399301941903711,0.399301941903711
PHM2010,force_z,Bias,30,0.284409171075838,0.0158344927734435,12.0674607731449,0.602214614066156,1.74600267799102
PHM2010,force_z,Noise,30,0.0447971781305114,0.00496599545283716,0.931682481578487,0.603067704117762,1.12589676277526
PHM2010,vibration_x,Saturation,30,0.998941798941799,4.51681028326696e-16,13.1518245300328,0.402930376718451,0.402930376718451
PHM2010,vibration_x,Dropout,30,0.76342151675485,0.0119259138922002,-4.18968695158332,0.399721810466081,0.399721810466081
PHM2010,vibration_x,Bias,30,0.0398941798941799,0.00501871902027154,-0.0637031955830497,0.599644363293679,1.757615069846
PHM2010,vibration_x,Noise,30,0.000388007054673721,0.000650738518368654,-0.0347161353054533,0.601416938530062,1.12458940713474
PHM2010,vibration_y,Saturation,30,0.998941798941799,4.51681028326696e-16,5.7816785077647,0.399847271976569,0.399847271976569
PHM2010,vibration_y,Dropout,30,0.654744268077601,0.0135656352780359,-9.65230295003898,0.399529885732181,0.399529885732181
PHM2010,vibration_y,Bias,30,0.0393650793650794,0.00508179714322451,-0.0915450054231767,0.599247144442521,1.75683887521628
PHM2010,vibration_y,Noise,30,0.000564373897707231,0.000772800786603409,-0.0779311794643616,0.601736401455741,1.1219526266292
