IndependentUnitN,TrainingTechnicalRepeats,TestTechnicalRepeats,TrainingSelectedFixedRelativeMAE,SelectivePolicyRelativeMAE,FixedMinusSelective,BootstrapCI_Lower,BootstrapCI_Upper,UnitsFavourSelective,UnitsFavourFixed,TiedUnits,SignedRankStatistic,ExactP
12,5,30,1.06579365183985,1.06505527625342,0.000738375586430677,0,0.00221512675929203,1,0,11,1,1
