Repeat,Seed,FullRelativeMAE,AutoRelativeMAE,RelativeImprovementPercent,MinimumUnitImprovementPercent,MaximumUnitImprovementPercent,IndependentUnitRows
1,2026071801,1.38837237704986,1.05738256160981,23.8401325834045,-11.6073603992626,55.5855050947778,12
2,2026071802,1.38914966031281,1.07493655385068,22.6190968071343,-12.8028972785584,51.3758497972837,12
3,2026071803,1.42039203358541,1.06524197641875,25.0036643946934,-15.8452426169846,54.8515244833462,12
4,2026071804,1.39198923255296,1.07134673500362,23.0348403601708,-7.05223663555999,52.6483181461412,12
5,2026071805,1.37531583728859,1.07283417332588,21.993614540137,-21.8154093495507,48.3977670866073,12
6,2026071806,1.38337293069994,1.06479986710107,23.0287189035635,-13.8788894684658,55.6717914438193,12
7,2026071807,1.38541853957763,1.06816526762373,22.8994533341978,-19.9160920329862,53.3544404936111,12
8,2026071808,1.40346018810163,1.06586254124597,24.0546650142111,-12.6986488005571,54.48176303769,12
9,2026071809,1.40820938751227,1.06327993586504,24.4941877753405,-15.0753836191792,54.5043948398577,12
10,2026071810,1.39282484733052,1.07271762060539,22.9825901899042,-18.0121284820877,50.8662467237228,12
11,2026071811,1.40657512193351,1.06458295463188,24.3138217055566,-13.9427161085936,56.4781280261813,12
12,2026071812,1.39724125648385,1.0728702915749,23.2151007139046,-13.6979872894763,53.6948532259024,12
13,2026071813,1.39038209372096,1.07248692470692,22.8638710502442,-17.3656167941605,52.7069679702025,12
14,2026071814,1.39578851381939,1.07059432675983,23.2982420932598,-13.1788781213134,53.9184986698203,12
15,2026071815,1.36179089251257,1.06447084991479,21.8330174061609,-21.569207613667,50.9941353469864,12
16,2026071816,1.40475519337661,1.07555566682362,23.4346545294978,-15.2666545221939,55.6104060109259,12
17,2026071817,1.39127642806292,1.0649496225298,23.4552098311238,-19.1120417468128,53.4154166643549,12
18,2026071818,1.39603641277161,1.07093717317244,23.2873037282559,-12.5586758003869,50.7488138067089,12
19,2026071819,1.39667407657285,1.0701497197922,23.378708193817,-18.3415595844378,51.7936310585384,12
20,2026071820,1.40378505366319,1.06473469302036,24.1525837419395,-15.0265380209161,52.5540298262797,12
21,2026071821,1.39823528484706,1.06927013554301,23.527166913116,-21.0277678543976,55.1008787709674,12
22,2026071822,1.38118158574016,1.06554163024275,22.8528934034595,-15.1953559492987,54.3899312377071,12
23,2026071823,1.36933799412819,1.06589186301338,22.1600607312447,-11.7470149400533,51.738424759799,12
24,2026071824,1.40362802967853,1.0660746794457,24.0486327642042,-14.0065891379105,53.8200350322039,12
25,2026071825,1.3822960933303,1.06241504989966,23.1412824628596,-12.1105827859148,53.3634234410778,12
26,2026071826,1.40370481901233,1.06705468015594,23.9829723668871,-17.4089439505998,55.0418036528899,12
27,2026071827,1.3870210639726,1.06496057492191,23.219581693177,-13.8093184364059,53.6834141753471,12
28,2026071828,1.38461623039173,1.07256971599214,22.5366789403663,-15.9351287672114,54.8974561100936,12
29,2026071829,1.38081397256101,1.06530915417515,22.8491907422326,-14.5274577725359,52.4288316263426,12
30,2026071830,1.39436437213883,1.06004193554414,23.9766909765393,-18.318462714946,52.2360091266331,12
