Repeat,Seed,Dataset,Experiment,TargetPair,FaultType,RunLevelN,ExactSetDetectionRate,BothTargetDetectedRate,OnlyOneTargetDetectedRate,NeitherTargetDetectedRate,ExtraChannelTriggerRate
6,2026081506,NUAA,W2,force_z+vibration_x,Dropout,17,0.882352941176471,0.882352941176471,0.117647058823529,0,0
6,2026081506,NUAA,W3,force_z+vibration_x,Dropout,11,1,1,0,0,0
6,2026081506,NUAA,W4,force_z+vibration_x,Dropout,28,0.928571428571429,0.964285714285714,0.0357142857142857,0,0.0357142857142857
6,2026081506,NUAA,W5,force_z+vibration_x,Dropout,7,0.571428571428571,0.571428571428571,0.428571428571429,0,0
6,2026081506,NUAA,W6,force_z+vibration_x,Dropout,14,1,1,0,0,0
6,2026081506,NUAA,W7,force_z+vibration_x,Dropout,8,0.875,0.875,0.125,0,0
6,2026081506,NUAA,W8,force_z+vibration_x,Dropout,31,0.935483870967742,0.935483870967742,0.0645161290322581,0,0
6,2026081506,NUAA,W9,force_z+vibration_x,Dropout,7,1,1,0,0,0
6,2026081506,NUAA,W1,force_z+vibration_x,Bias,29,0,0,0.517241379310345,0.482758620689655,0.0689655172413793
6,2026081506,NUAA,W2,force_z+vibration_x,Bias,17,0.0588235294117647,0.0588235294117647,0.588235294117647,0.352941176470588,0
6,2026081506,NUAA,W3,force_z+vibration_x,Bias,11,0.0909090909090909,0.0909090909090909,0.454545454545455,0.454545454545455,0
6,2026081506,NUAA,W4,force_z+vibration_x,Bias,28,0,0,0.607142857142857,0.392857142857143,0.0357142857142857
6,2026081506,NUAA,W5,force_z+vibration_x,Bias,7,0.428571428571429,0.428571428571429,0.428571428571429,0.142857142857143,0
6,2026081506,NUAA,W6,force_z+vibration_x,Bias,14,0,0,0.857142857142857,0.142857142857143,0
6,2026081506,NUAA,W7,force_z+vibration_x,Bias,8,0.125,0.125,0.5,0.375,0
6,2026081506,NUAA,W8,force_z+vibration_x,Bias,31,0,0,0.612903225806452,0.387096774193548,0
6,2026081506,NUAA,W9,force_z+vibration_x,Bias,7,0.142857142857143,0.142857142857143,0.714285714285714,0.142857142857143,0
6,2026081506,NUAA,W1,force_z+vibration_x,Noise,29,0,0,0.620689655172414,0.379310344827586,0.0689655172413793
6,2026081506,NUAA,W2,force_z+vibration_x,Noise,17,0,0,0.882352941176471,0.117647058823529,0
6,2026081506,NUAA,W3,force_z+vibration_x,Noise,11,0,0,0.818181818181818,0.181818181818182,0
6,2026081506,NUAA,W4,force_z+vibration_x,Noise,28,0,0,0.678571428571429,0.321428571428571,0.0357142857142857
6,2026081506,NUAA,W5,force_z+vibration_x,Noise,7,0,0,0.714285714285714,0.285714285714286,0
6,2026081506,NUAA,W6,force_z+vibration_x,Noise,14,0,0,0.785714285714286,0.214285714285714,0
6,2026081506,NUAA,W7,force_z+vibration_x,Noise,8,0,0,0.5,0.5,0
6,2026081506,NUAA,W8,force_z+vibration_x,Noise,31,0,0,0.645161290322581,0.354838709677419,0
6,2026081506,NUAA,W9,force_z+vibration_x,Noise,7,0,0,0.714285714285714,0.285714285714286,0
6,2026081506,NUAA,W1,force_z+vibration_y,Saturation,29,1,1,0,0,0
6,2026081506,NUAA,W2,force_z+vibration_y,Saturation,17,1,1,0,0,0
6,2026081506,NUAA,W3,force_z+vibration_y,Saturation,11,1,1,0,0,0
6,2026081506,NUAA,W4,force_z+vibration_y,Saturation,28,0.964285714285714,0.964285714285714,0.0357142857142857,0,0
6,2026081506,NUAA,W5,force_z+vibration_y,Saturation,7,0.857142857142857,1,0,0,0.142857142857143
6,2026081506,NUAA,W6,force_z+vibration_y,Saturation,14,1,1,0,0,0
6,2026081506,NUAA,W7,force_z+vibration_y,Saturation,8,1,1,0,0,0
6,2026081506,NUAA,W8,force_z+vibration_y,Saturation,31,0.967741935483871,0.967741935483871,0.032258064516129,0,0
6,2026081506,NUAA,W9,force_z+vibration_y,Saturation,7,1,1,0,0,0
6,2026081506,NUAA,W1,force_z+vibration_y,Dropout,29,0.931034482758621,0.931034482758621,0.0689655172413793,0,0
6,2026081506,NUAA,W2,force_z+vibration_y,Dropout,17,0.941176470588235,0.941176470588235,0.0588235294117647,0,0
6,2026081506,NUAA,W3,force_z+vibration_y,Dropout,11,1,1,0,0,0
6,2026081506,NUAA,W4,force_z+vibration_y,Dropout,28,0.928571428571429,0.928571428571429,0.0714285714285714,0,0
6,2026081506,NUAA,W5,force_z+vibration_y,Dropout,7,0.857142857142857,1,0,0,0.142857142857143
6,2026081506,NUAA,W6,force_z+vibration_y,Dropout,14,1,1,0,0,0
6,2026081506,NUAA,W7,force_z+vibration_y,Dropout,8,1,1,0,0,0
6,2026081506,NUAA,W8,force_z+vibration_y,Dropout,31,1,1,0,0,0
6,2026081506,NUAA,W9,force_z+vibration_y,Dropout,7,1,1,0,0,0
6,2026081506,NUAA,W1,force_z+vibration_y,Bias,29,0.344827586206897,0.344827586206897,0.448275862068966,0.206896551724138,0
6,2026081506,NUAA,W2,force_z+vibration_y,Bias,17,0.352941176470588,0.352941176470588,0.235294117647059,0.411764705882353,0
6,2026081506,NUAA,W3,force_z+vibration_y,Bias,11,0.272727272727273,0.272727272727273,0.454545454545455,0.272727272727273,0
6,2026081506,NUAA,W4,force_z+vibration_y,Bias,28,0.428571428571429,0.428571428571429,0.321428571428571,0.25,0
6,2026081506,NUAA,W5,force_z+vibration_y,Bias,7,0.142857142857143,0.142857142857143,0.714285714285714,0.142857142857143,0.142857142857143
6,2026081506,NUAA,W6,force_z+vibration_y,Bias,14,0.285714285714286,0.285714285714286,0.714285714285714,0,0
6,2026081506,NUAA,W7,force_z+vibration_y,Bias,8,0.125,0.125,0.375,0.5,0
6,2026081506,NUAA,W8,force_z+vibration_y,Bias,31,0.129032258064516,0.129032258064516,0.548387096774194,0.32258064516129,0
6,2026081506,NUAA,W9,force_z+vibration_y,Bias,7,0,0,1,0,0
6,2026081506,NUAA,W1,force_z+vibration_y,Noise,29,0.0344827586206897,0.0344827586206897,0.586206896551724,0.379310344827586,0
6,2026081506,NUAA,W2,force_z+vibration_y,Noise,17,0,0,0.529411764705882,0.470588235294118,0
6,2026081506,NUAA,W3,force_z+vibration_y,Noise,11,0,0,0.818181818181818,0.181818181818182,0
6,2026081506,NUAA,W4,force_z+vibration_y,Noise,28,0.0714285714285714,0.0714285714285714,0.607142857142857,0.321428571428571,0
6,2026081506,NUAA,W5,force_z+vibration_y,Noise,7,0,0,0.571428571428571,0.428571428571429,0.142857142857143
6,2026081506,NUAA,W6,force_z+vibration_y,Noise,14,0,0,0.5,0.5,0
6,2026081506,NUAA,W7,force_z+vibration_y,Noise,8,0,0,0.375,0.625,0
6,2026081506,NUAA,W8,force_z+vibration_y,Noise,31,0,0,0.548387096774194,0.451612903225806,0
6,2026081506,NUAA,W9,force_z+vibration_y,Noise,7,0,0,0.714285714285714,0.285714285714286,0
6,2026081506,NUAA,W1,vibration_x+vibration_y,Saturation,29,1,1,0,0,0
6,2026081506,NUAA,W2,vibration_x+vibration_y,Saturation,17,0.882352941176471,1,0,0,0.117647058823529
6,2026081506,NUAA,W3,vibration_x+vibration_y,Saturation,11,1,1,0,0,0
6,2026081506,NUAA,W4,vibration_x+vibration_y,Saturation,28,1,1,0,0,0
6,2026081506,NUAA,W5,vibration_x+vibration_y,Saturation,7,1,1,0,0,0
6,2026081506,NUAA,W6,vibration_x+vibration_y,Saturation,14,1,1,0,0,0
6,2026081506,NUAA,W7,vibration_x+vibration_y,Saturation,8,1,1,0,0,0
6,2026081506,NUAA,W8,vibration_x+vibration_y,Saturation,31,1,1,0,0,0
6,2026081506,NUAA,W9,vibration_x+vibration_y,Saturation,7,1,1,0,0,0
6,2026081506,NUAA,W1,vibration_x+vibration_y,Dropout,29,1,1,0,0,0
6,2026081506,NUAA,W2,vibration_x+vibration_y,Dropout,17,0.882352941176471,1,0,0,0.117647058823529
6,2026081506,NUAA,W3,vibration_x+vibration_y,Dropout,11,1,1,0,0,0
6,2026081506,NUAA,W4,vibration_x+vibration_y,Dropout,28,1,1,0,0,0
6,2026081506,NUAA,W5,vibration_x+vibration_y,Dropout,7,1,1,0,0,0
6,2026081506,NUAA,W6,vibration_x+vibration_y,Dropout,14,1,1,0,0,0
6,2026081506,NUAA,W7,vibration_x+vibration_y,Dropout,8,1,1,0,0,0
6,2026081506,NUAA,W8,vibration_x+vibration_y,Dropout,31,1,1,0,0,0
6,2026081506,NUAA,W9,vibration_x+vibration_y,Dropout,7,1,1,0,0,0
6,2026081506,NUAA,W1,vibration_x+vibration_y,Bias,29,0,0,0.448275862068966,0.551724137931034,0
6,2026081506,NUAA,W2,vibration_x+vibration_y,Bias,17,0,0,0.235294117647059,0.764705882352941,0.117647058823529
6,2026081506,NUAA,W3,vibration_x+vibration_y,Bias,11,0.181818181818182,0.181818181818182,0.636363636363636,0.181818181818182,0
6,2026081506,NUAA,W4,vibration_x+vibration_y,Bias,28,0.0357142857142857,0.0357142857142857,0.571428571428571,0.392857142857143,0
6,2026081506,NUAA,W5,vibration_x+vibration_y,Bias,7,0.285714285714286,0.285714285714286,0.142857142857143,0.571428571428571,0
6,2026081506,NUAA,W6,vibration_x+vibration_y,Bias,14,0.0714285714285714,0.0714285714285714,0.5,0.428571428571429,0
6,2026081506,NUAA,W7,vibration_x+vibration_y,Bias,8,0,0,0.5,0.5,0
6,2026081506,NUAA,W8,vibration_x+vibration_y,Bias,31,0,0,0.387096774193548,0.612903225806452,0
6,2026081506,NUAA,W9,vibration_x+vibration_y,Bias,7,0,0,0.285714285714286,0.714285714285714,0
6,2026081506,NUAA,W1,vibration_x+vibration_y,Noise,29,0,0,0.0689655172413793,0.931034482758621,0
6,2026081506,NUAA,W2,vibration_x+vibration_y,Noise,17,0,0,0.0588235294117647,0.941176470588235,0.117647058823529
6,2026081506,NUAA,W3,vibration_x+vibration_y,Noise,11,0,0,0,1,0
6,2026081506,NUAA,W4,vibration_x+vibration_y,Noise,28,0,0,0.107142857142857,0.892857142857143,0
6,2026081506,NUAA,W5,vibration_x+vibration_y,Noise,7,0,0,0.142857142857143,0.857142857142857,0
6,2026081506,NUAA,W6,vibration_x+vibration_y,Noise,14,0,0,0.0714285714285714,0.928571428571429,0
6,2026081506,NUAA,W7,vibration_x+vibration_y,Noise,8,0,0,0,1,0
6,2026081506,NUAA,W8,vibration_x+vibration_y,Noise,31,0,0,0.032258064516129,0.967741935483871,0
6,2026081506,NUAA,W9,vibration_x+vibration_y,Noise,7,0,0,0,1,0
6,2026081506,PHM2010,c1,force_z+vibration_x,Saturation,315,0.977777777777778,1,0,0,0.0222222222222222
6,2026081506,PHM2010,c4,force_z+vibration_x,Saturation,315,0.996825396825397,1,0,0,0.00317460317460317
6,2026081506,PHM2010,c6,force_z+vibration_x,Saturation,315,1,1,0,0,0
6,2026081506,PHM2010,c1,force_z+vibration_x,Dropout,315,0.977777777777778,1,0,0,0.0222222222222222
6,2026081506,PHM2010,c4,force_z+vibration_x,Dropout,315,0.996825396825397,1,0,0,0.00317460317460317
6,2026081506,PHM2010,c6,force_z+vibration_x,Dropout,315,0.473015873015873,0.473015873015873,0.526984126984127,0,0
6,2026081506,PHM2010,c1,force_z+vibration_x,Bias,315,0.0984126984126984,0.101587301587302,0.479365079365079,0.419047619047619,0.0222222222222222
6,2026081506,PHM2010,c4,force_z+vibration_x,Bias,315,0.219047619047619,0.219047619047619,0.453968253968254,0.326984126984127,0.00317460317460317
6,2026081506,PHM2010,c6,force_z+vibration_x,Bias,315,0,0,0.349206349206349,0.650793650793651,0
6,2026081506,PHM2010,c1,force_z+vibration_x,Noise,315,0.00317460317460317,0.00317460317460317,0.215873015873016,0.780952380952381,0.0222222222222222
6,2026081506,PHM2010,c4,force_z+vibration_x,Noise,315,0.00317460317460317,0.00317460317460317,0.384126984126984,0.612698412698413,0.00317460317460317
6,2026081506,PHM2010,c6,force_z+vibration_x,Noise,315,0,0,0.0793650793650794,0.920634920634921,0
6,2026081506,PHM2010,c1,force_z+vibration_y,Saturation,315,0.971428571428571,1,0,0,0.0285714285714286
6,2026081506,PHM2010,c4,force_z+vibration_y,Saturation,315,0.987301587301587,1,0,0,0.0126984126984127
6,2026081506,PHM2010,c6,force_z+vibration_y,Saturation,315,1,1,0,0,0
6,2026081506,PHM2010,c1,force_z+vibration_y,Dropout,315,0.523809523809524,0.53968253968254,0.46031746031746,0,0.0285714285714286
6,2026081506,PHM2010,c4,force_z+vibration_y,Dropout,315,0.987301587301587,1,0,0,0.0126984126984127
6,2026081506,PHM2010,c6,force_z+vibration_y,Dropout,315,0.444444444444444,0.444444444444444,0.555555555555556,0,0
6,2026081506,PHM2010,c1,force_z+vibration_y,Bias,315,0.00634920634920635,0.00634920634920635,0.53968253968254,0.453968253968254,0.0285714285714286
6,2026081506,PHM2010,c4,force_z+vibration_y,Bias,315,0.0793650793650794,0.0793650793650794,0.580952380952381,0.33968253968254,0.0126984126984127
6,2026081506,PHM2010,c6,force_z+vibration_y,Bias,315,0,0,0.326984126984127,0.673015873015873,0
6,2026081506,PHM2010,c1,force_z+vibration_y,Noise,315,0,0,0.231746031746032,0.768253968253968,0.0285714285714286
6,2026081506,PHM2010,c4,force_z+vibration_y,Noise,315,0,0,0.425396825396825,0.574603174603175,0.0126984126984127
6,2026081506,PHM2010,c6,force_z+vibration_y,Noise,315,0,0,0.0666666666666667,0.933333333333333,0
6,2026081506,PHM2010,c1,vibration_x+vibration_y,Saturation,315,0.990476190476191,1,0,0,0.00952380952380952
6,2026081506,PHM2010,c4,vibration_x+vibration_y,Saturation,315,0.987301587301587,1,0,0,0.0126984126984127
6,2026081506,PHM2010,c6,vibration_x+vibration_y,Saturation,315,0.993650793650794,1,0,0,0.00634920634920635
6,2026081506,PHM2010,c1,vibration_x+vibration_y,Dropout,315,0.549206349206349,0.555555555555556,0.444444444444444,0,0.00952380952380952
6,2026081506,PHM2010,c4,vibration_x+vibration_y,Dropout,315,0.987301587301587,1,0,0,0.0126984126984127
6,2026081506,PHM2010,c6,vibration_x+vibration_y,Dropout,315,0.19047619047619,0.19047619047619,0.511111111111111,0.298412698412698,0.00634920634920635
6,2026081506,PHM2010,c1,vibration_x+vibration_y,Bias,315,0.00317460317460317,0.00317460317460317,0.180952380952381,0.815873015873016,0.00952380952380952
6,2026081506,PHM2010,c4,vibration_x+vibration_y,Bias,315,0.0571428571428571,0.0571428571428571,0.301587301587302,0.641269841269841,0.0126984126984127
6,2026081506,PHM2010,c6,vibration_x+vibration_y,Bias,315,0,0,0.0126984126984127,0.987301587301587,0.00634920634920635
6,2026081506,PHM2010,c1,vibration_x+vibration_y,Noise,315,0,0,0.019047619047619,0.980952380952381,0.00952380952380952
6,2026081506,PHM2010,c4,vibration_x+vibration_y,Noise,315,0,0,0.00317460317460317,0.996825396825397,0.0126984126984127
6,2026081506,PHM2010,c6,vibration_x+vibration_y,Noise,315,0,0,0,1,0.00634920634920635
7,2026081507,NUAA,W1,force_z+vibration_x,Saturation,29,0.896551724137931,0.96551724137931,0.0344827586206897,0,0.0689655172413793
7,2026081507,NUAA,W2,force_z+vibration_x,Saturation,17,1,1,0,0,0
7,2026081507,NUAA,W3,force_z+vibration_x,Saturation,11,1,1,0,0,0
7,2026081507,NUAA,W4,force_z+vibration_x,Saturation,28,0.892857142857143,0.928571428571429,0.0714285714285714,0,0.0357142857142857
7,2026081507,NUAA,W5,force_z+vibration_x,Saturation,7,1,1,0,0,0
7,2026081507,NUAA,W6,force_z+vibration_x,Saturation,14,0.928571428571429,0.928571428571429,0.0714285714285714,0,0
7,2026081507,NUAA,W7,force_z+vibration_x,Saturation,8,1,1,0,0,0
7,2026081507,NUAA,W8,force_z+vibration_x,Saturation,31,0.903225806451613,0.903225806451613,0.0967741935483871,0,0
7,2026081507,NUAA,W9,force_z+vibration_x,Saturation,7,1,1,0,0,0
7,2026081507,NUAA,W1,force_z+vibration_x,Dropout,29,0.931034482758621,1,0,0,0.0689655172413793
7,2026081507,NUAA,W2,force_z+vibration_x,Dropout,17,1,1,0,0,0
7,2026081507,NUAA,W3,force_z+vibration_x,Dropout,11,0.909090909090909,0.909090909090909,0.0909090909090909,0,0
7,2026081507,NUAA,W4,force_z+vibration_x,Dropout,28,0.964285714285714,1,0,0,0.0357142857142857
7,2026081507,NUAA,W5,force_z+vibration_x,Dropout,7,0.857142857142857,0.857142857142857,0.142857142857143,0,0
7,2026081507,NUAA,W6,force_z+vibration_x,Dropout,14,0.785714285714286,0.785714285714286,0.214285714285714,0,0
7,2026081507,NUAA,W7,force_z+vibration_x,Dropout,8,1,1,0,0,0
7,2026081507,NUAA,W8,force_z+vibration_x,Dropout,31,0.935483870967742,0.935483870967742,0.0645161290322581,0,0
7,2026081507,NUAA,W9,force_z+vibration_x,Dropout,7,1,1,0,0,0
7,2026081507,NUAA,W1,force_z+vibration_x,Bias,29,0,0,0.758620689655172,0.241379310344828,0.0689655172413793
7,2026081507,NUAA,W2,force_z+vibration_x,Bias,17,0.117647058823529,0.117647058823529,0.705882352941177,0.176470588235294,0
7,2026081507,NUAA,W3,force_z+vibration_x,Bias,11,0,0,0.636363636363636,0.363636363636364,0
7,2026081507,NUAA,W4,force_z+vibration_x,Bias,28,0.0357142857142857,0.0357142857142857,0.678571428571429,0.285714285714286,0.0357142857142857
7,2026081507,NUAA,W5,force_z+vibration_x,Bias,7,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,0
7,2026081507,NUAA,W6,force_z+vibration_x,Bias,14,0,0,0.5,0.5,0
7,2026081507,NUAA,W7,force_z+vibration_x,Bias,8,0.25,0.25,0.75,0,0
7,2026081507,NUAA,W8,force_z+vibration_x,Bias,31,0,0,0.451612903225806,0.548387096774194,0
7,2026081507,NUAA,W9,force_z+vibration_x,Bias,7,0,0,0.714285714285714,0.285714285714286,0
7,2026081507,NUAA,W1,force_z+vibration_x,Noise,29,0,0,0.758620689655172,0.241379310344828,0.0689655172413793
7,2026081507,NUAA,W2,force_z+vibration_x,Noise,17,0,0,0.764705882352941,0.235294117647059,0
7,2026081507,NUAA,W3,force_z+vibration_x,Noise,11,0,0,0.818181818181818,0.181818181818182,0
7,2026081507,NUAA,W4,force_z+vibration_x,Noise,28,0,0,0.5,0.5,0.0357142857142857
7,2026081507,NUAA,W5,force_z+vibration_x,Noise,7,0.142857142857143,0.142857142857143,0.714285714285714,0.142857142857143,0
7,2026081507,NUAA,W6,force_z+vibration_x,Noise,14,0,0,0.5,0.5,0
7,2026081507,NUAA,W7,force_z+vibration_x,Noise,8,0,0,0.5,0.5,0
7,2026081507,NUAA,W8,force_z+vibration_x,Noise,31,0,0,0.67741935483871,0.32258064516129,0
7,2026081507,NUAA,W9,force_z+vibration_x,Noise,7,0,0,0.714285714285714,0.285714285714286,0
7,2026081507,NUAA,W1,force_z+vibration_y,Saturation,29,0.96551724137931,0.96551724137931,0.0344827586206897,0,0
7,2026081507,NUAA,W2,force_z+vibration_y,Saturation,17,1,1,0,0,0
7,2026081507,NUAA,W3,force_z+vibration_y,Saturation,11,0.909090909090909,0.909090909090909,0.0909090909090909,0,0
7,2026081507,NUAA,W4,force_z+vibration_y,Saturation,28,1,1,0,0,0
7,2026081507,NUAA,W5,force_z+vibration_y,Saturation,7,0.857142857142857,1,0,0,0.142857142857143
7,2026081507,NUAA,W6,force_z+vibration_y,Saturation,14,1,1,0,0,0
7,2026081507,NUAA,W7,force_z+vibration_y,Saturation,8,1,1,0,0,0
7,2026081507,NUAA,W8,force_z+vibration_y,Saturation,31,0.967741935483871,0.967741935483871,0.032258064516129,0,0
7,2026081507,NUAA,W9,force_z+vibration_y,Saturation,7,1,1,0,0,0
7,2026081507,NUAA,W1,force_z+vibration_y,Dropout,29,0.96551724137931,0.96551724137931,0.0344827586206897,0,0
7,2026081507,NUAA,W2,force_z+vibration_y,Dropout,17,0.882352941176471,0.882352941176471,0.117647058823529,0,0
7,2026081507,NUAA,W3,force_z+vibration_y,Dropout,11,1,1,0,0,0
7,2026081507,NUAA,W4,force_z+vibration_y,Dropout,28,0.892857142857143,0.892857142857143,0.107142857142857,0,0
7,2026081507,NUAA,W5,force_z+vibration_y,Dropout,7,0.714285714285714,0.857142857142857,0.142857142857143,0,0.142857142857143
7,2026081507,NUAA,W6,force_z+vibration_y,Dropout,14,1,1,0,0,0
7,2026081507,NUAA,W7,force_z+vibration_y,Dropout,8,1,1,0,0,0
7,2026081507,NUAA,W8,force_z+vibration_y,Dropout,31,1,1,0,0,0
7,2026081507,NUAA,W9,force_z+vibration_y,Dropout,7,0.857142857142857,0.857142857142857,0.142857142857143,0,0
7,2026081507,NUAA,W1,force_z+vibration_y,Bias,29,0.310344827586207,0.310344827586207,0.551724137931034,0.137931034482759,0
7,2026081507,NUAA,W2,force_z+vibration_y,Bias,17,0.470588235294118,0.470588235294118,0.352941176470588,0.176470588235294,0
7,2026081507,NUAA,W3,force_z+vibration_y,Bias,11,0.363636363636364,0.363636363636364,0.454545454545455,0.181818181818182,0
7,2026081507,NUAA,W4,force_z+vibration_y,Bias,28,0.25,0.25,0.607142857142857,0.142857142857143,0
7,2026081507,NUAA,W5,force_z+vibration_y,Bias,7,0.285714285714286,0.285714285714286,0.428571428571429,0.285714285714286,0.142857142857143
7,2026081507,NUAA,W6,force_z+vibration_y,Bias,14,0.357142857142857,0.357142857142857,0.357142857142857,0.285714285714286,0
7,2026081507,NUAA,W7,force_z+vibration_y,Bias,8,0,0,0.375,0.625,0
7,2026081507,NUAA,W8,force_z+vibration_y,Bias,31,0.354838709677419,0.354838709677419,0.419354838709677,0.225806451612903,0
7,2026081507,NUAA,W9,force_z+vibration_y,Bias,7,0.428571428571429,0.428571428571429,0.571428571428571,0,0
7,2026081507,NUAA,W1,force_z+vibration_y,Noise,29,0.0689655172413793,0.0689655172413793,0.689655172413793,0.241379310344828,0
7,2026081507,NUAA,W2,force_z+vibration_y,Noise,17,0,0,0.882352941176471,0.117647058823529,0
7,2026081507,NUAA,W3,force_z+vibration_y,Noise,11,0,0,0.636363636363636,0.363636363636364,0
7,2026081507,NUAA,W4,force_z+vibration_y,Noise,28,0.107142857142857,0.107142857142857,0.5,0.392857142857143,0
7,2026081507,NUAA,W5,force_z+vibration_y,Noise,7,0,0,0.428571428571429,0.571428571428571,0.142857142857143
7,2026081507,NUAA,W6,force_z+vibration_y,Noise,14,0,0,0.571428571428571,0.428571428571429,0
7,2026081507,NUAA,W7,force_z+vibration_y,Noise,8,0,0,0.75,0.25,0
7,2026081507,NUAA,W8,force_z+vibration_y,Noise,31,0,0,0.387096774193548,0.612903225806452,0
7,2026081507,NUAA,W9,force_z+vibration_y,Noise,7,0,0,0.428571428571429,0.571428571428571,0
7,2026081507,NUAA,W1,vibration_x+vibration_y,Saturation,29,1,1,0,0,0
7,2026081507,NUAA,W2,vibration_x+vibration_y,Saturation,17,0.882352941176471,1,0,0,0.117647058823529
7,2026081507,NUAA,W3,vibration_x+vibration_y,Saturation,11,1,1,0,0,0
7,2026081507,NUAA,W4,vibration_x+vibration_y,Saturation,28,1,1,0,0,0
7,2026081507,NUAA,W5,vibration_x+vibration_y,Saturation,7,1,1,0,0,0
7,2026081507,NUAA,W6,vibration_x+vibration_y,Saturation,14,1,1,0,0,0
7,2026081507,NUAA,W7,vibration_x+vibration_y,Saturation,8,1,1,0,0,0
7,2026081507,NUAA,W8,vibration_x+vibration_y,Saturation,31,1,1,0,0,0
7,2026081507,NUAA,W9,vibration_x+vibration_y,Saturation,7,1,1,0,0,0
7,2026081507,NUAA,W1,vibration_x+vibration_y,Dropout,29,1,1,0,0,0
7,2026081507,NUAA,W2,vibration_x+vibration_y,Dropout,17,0.882352941176471,1,0,0,0.117647058823529
7,2026081507,NUAA,W3,vibration_x+vibration_y,Dropout,11,1,1,0,0,0
7,2026081507,NUAA,W4,vibration_x+vibration_y,Dropout,28,1,1,0,0,0
7,2026081507,NUAA,W5,vibration_x+vibration_y,Dropout,7,1,1,0,0,0
7,2026081507,NUAA,W6,vibration_x+vibration_y,Dropout,14,1,1,0,0,0
7,2026081507,NUAA,W7,vibration_x+vibration_y,Dropout,8,1,1,0,0,0
7,2026081507,NUAA,W8,vibration_x+vibration_y,Dropout,31,1,1,0,0,0
7,2026081507,NUAA,W9,vibration_x+vibration_y,Dropout,7,1,1,0,0,0
7,2026081507,NUAA,W1,vibration_x+vibration_y,Bias,29,0,0,0.413793103448276,0.586206896551724,0
7,2026081507,NUAA,W2,vibration_x+vibration_y,Bias,17,0,0,0.588235294117647,0.411764705882353,0.117647058823529
7,2026081507,NUAA,W3,vibration_x+vibration_y,Bias,11,0,0,0.545454545454545,0.454545454545455,0
7,2026081507,NUAA,W4,vibration_x+vibration_y,Bias,28,0.0357142857142857,0.0357142857142857,0.464285714285714,0.5,0
7,2026081507,NUAA,W5,vibration_x+vibration_y,Bias,7,0.142857142857143,0.142857142857143,0.428571428571429,0.428571428571429,0
7,2026081507,NUAA,W6,vibration_x+vibration_y,Bias,14,0,0,0.428571428571429,0.571428571428571,0
7,2026081507,NUAA,W7,vibration_x+vibration_y,Bias,8,0.125,0.125,0.25,0.625,0
7,2026081507,NUAA,W8,vibration_x+vibration_y,Bias,31,0,0,0.483870967741935,0.516129032258065,0
7,2026081507,NUAA,W9,vibration_x+vibration_y,Bias,7,0,0,0.285714285714286,0.714285714285714,0
7,2026081507,NUAA,W1,vibration_x+vibration_y,Noise,29,0,0,0.0689655172413793,0.931034482758621,0
7,2026081507,NUAA,W2,vibration_x+vibration_y,Noise,17,0,0,0,1,0.117647058823529
7,2026081507,NUAA,W3,vibration_x+vibration_y,Noise,11,0,0,0.0909090909090909,0.909090909090909,0
7,2026081507,NUAA,W4,vibration_x+vibration_y,Noise,28,0,0,0.107142857142857,0.892857142857143,0
7,2026081507,NUAA,W5,vibration_x+vibration_y,Noise,7,0,0,0.142857142857143,0.857142857142857,0
7,2026081507,NUAA,W6,vibration_x+vibration_y,Noise,14,0,0,0,1,0
7,2026081507,NUAA,W7,vibration_x+vibration_y,Noise,8,0,0,0,1,0
7,2026081507,NUAA,W8,vibration_x+vibration_y,Noise,31,0,0,0,1,0
7,2026081507,NUAA,W9,vibration_x+vibration_y,Noise,7,0,0,0,1,0
7,2026081507,PHM2010,c1,force_z+vibration_x,Saturation,315,0.977777777777778,1,0,0,0.0222222222222222
7,2026081507,PHM2010,c4,force_z+vibration_x,Saturation,315,0.996825396825397,1,0,0,0.00317460317460317
7,2026081507,PHM2010,c6,force_z+vibration_x,Saturation,315,1,1,0,0,0
7,2026081507,PHM2010,c1,force_z+vibration_x,Dropout,315,0.977777777777778,1,0,0,0.0222222222222222
7,2026081507,PHM2010,c4,force_z+vibration_x,Dropout,315,0.996825396825397,1,0,0,0.00317460317460317
7,2026081507,PHM2010,c6,force_z+vibration_x,Dropout,315,0.466666666666667,0.466666666666667,0.533333333333333,0,0
7,2026081507,PHM2010,c1,force_z+vibration_x,Bias,315,0.0888888888888889,0.0920634920634921,0.485714285714286,0.422222222222222,0.0222222222222222
7,2026081507,PHM2010,c4,force_z+vibration_x,Bias,315,0.241269841269841,0.244444444444444,0.485714285714286,0.26984126984127,0.00317460317460317
7,2026081507,PHM2010,c6,force_z+vibration_x,Bias,315,0,0,0.368253968253968,0.631746031746032,0
7,2026081507,PHM2010,c1,force_z+vibration_x,Noise,315,0.00317460317460317,0.00317460317460317,0.225396825396825,0.771428571428571,0.0222222222222222
7,2026081507,PHM2010,c4,force_z+vibration_x,Noise,315,0.00317460317460317,0.00317460317460317,0.371428571428571,0.625396825396825,0.00317460317460317
7,2026081507,PHM2010,c6,force_z+vibration_x,Noise,315,0,0,0.0888888888888889,0.911111111111111,0
7,2026081507,PHM2010,c1,force_z+vibration_y,Saturation,315,0.971428571428571,1,0,0,0.0285714285714286
