Dataset,IndependentUnitN,FullRelativeMAE,PointRelativeMAE,StatefulRelativeMAE,OracleRelativeMAE,PointEventDetectionRate,StatefulEventDetectionRate,PointMeanDetectionDelay,StatefulMeanDetectionDelay,StatefulCleanTriggerRate
NUAA,9,1.23612609427523,1.08261378732778,1.15494909617966,1.07985865421217,0.544753086419753,0.491975308641975,3.80993466952878,3.76580000011104,0.163217975362188
PHM2010,3,1.09734836173991,1.08210744572616,1.08318866447341,1.02302232092047,0.691666666666667,0.605555555555556,86.9883746973845,100.082586026118,0.0613756613756614
Combined,12,1.2014316611414,1.08248720192738,1.1370089882531,1.06564957088924,0.581481481481481,0.52037037037037,24.6045446764927,27.8449965066127,0.137757396865556
