Dataset,Experiment,RunLevelN,TechnicalRepeatN,CleanFullMAE,CleanMedianReplacementMAE,CleanMaskDropoutMAE,CleanAutoMAE,CleanTriggerRate,FullRelativeMAE,MedianReplacementRelativeMAE,MaskDropoutRelativeMAE,AutoRelativeMAE,MedianReplacementRelativeMAESD,MaskDropoutRelativeMAESD,AutoRelativeMAESD,MedianImprovementPercent,MaskDropoutImprovementPercent,AutoImprovementPercent
NUAA,W1,29,30,0.0189662457220917,0.0188031553844995,0.0177798419110346,0.01855793107983,0.0689655172413793,2.17827003816358,1.07728331799733,1.02950718583363,1.04475597498957,0.0250042791060951,0.0213812597623271,0.0266407551869164,50.5440877796057,52.7373939963124,52.0373527301342
NUAA,W2,17,30,0.0148476120149696,0.0144463930649372,0.0163762517608315,0.0139356538370896,0.117647058823529,2.23370166235103,1.15019010878054,1.29221889249571,1.16711205535442,0.0285864877722978,0.0295103549214417,0.0272746884190868,48.5074426828363,42.1489935618519,47.7498685242502
NUAA,W3,11,30,0.0295033416448534,0.0295033416448534,0.0270618023104883,0.0295033416448534,0,1.25088602579391,0.992631763609378,0.92565130704705,0.989397576441751,0.0135771087774836,0.0176480829087475,0.0129393679957831,20.6457068717053,26.0003479166252,20.9042585783305
NUAA,W4,28,30,0.0499947737234601,0.0498829239877363,0.0521321782101146,0.0498742564749862,0.0357142857142857,1.23260070974598,0.978239663447271,0.9819973624869,0.995795929078482,0.0105614921266071,0.00747200922341327,0.012205638437973,20.63612687284,20.3312674800199,19.2117997981923
NUAA,W5,7,30,0.0243134056071281,0.0289433481729886,0.0302825821173788,0.0308928557556908,0.142857142857143,1.75663846963354,1.23608105736092,1.27239413450839,1.49286632009354,0.0498194177429283,0.0485059081073952,0.0519194052244217,29.6337249394984,27.5665336662116,15.0157334078556
NUAA,W6,14,30,0.0360025923619169,0.0360025923619169,0.0351111199096593,0.0360025923619169,0,1.21106252999213,1.01950785207269,0.999844885741072,0.97594124816888,0.0122693942773236,0.0131296773163938,0.0123088941234544,15.8170757640965,17.4406885705919,19.4144625897045
NUAA,W7,8,30,0.0769839701819179,0.0769839701819179,0.0746590918411004,0.0769839701819179,0,1.03979940188322,1.00727005493479,0.979931399679396,0.995838324904784,0.00697650442888474,0.00838973959406327,0.00890535907314664,3.12842524139938,5.75764922497511,4.22784211058571
NUAA,W8,31,30,0.0589604040915583,0.0589604040915583,0.0600727855055994,0.0589604040915583,0,1.26331328234891,1.04220172725094,1.03483331633435,1.0583911172849,0.0104112247873696,0.0115332591108985,0.00979195689548267,17.5025117037362,18.0857724846955,16.2210093036455
NUAA,W9,7,30,0.0521760460864791,0.0521760460864791,0.0557387638430218,0.0521760460864791,0,0.968042436374422,1.05313649702296,1.11384036352127,1.10552178073721,0.0129183381535929,0.0135297667120891,0.0136569959180463,-8.79032338367701,-15.0611090659314,-14.2017890122345
PHM2010,c1,315,30,0.00801215564201791,0.00797736219703488,0.0104208587473333,0.00819049407155347,0.053968253968254,1.178989306675,0.960312133923093,1.19952991961616,1.1238760789638,0.00356462456255511,0.00418147390233489,0.00371270040289823,18.5478503930306,-1.74222215798483,4.67461641926452
PHM2010,c4,315,30,0.0150087833008585,0.0151961149394473,0.0152299404997609,0.0150591275367102,0.0285714285714286,1.03106538370073,1.1156369359579,1.11648117879673,1.03937184963485,0.00205764612273891,0.00190412217901682,0.00134656955380255,-8.20234619395549,-8.28422682462952,-0.805619708064538
PHM2010,c6,315,30,0.0145958561471217,0.0146218544703782,0.0113497478958077,0.0145758642916344,0.00634920634920635,1.36283456242947,1.0665102081933,0.851288728913459,1.00324033049036,0.00706336293827515,0.00449128057459501,0.00742868218821497,21.7432373969095,37.5354314909729,26.3857581728831
