IndependentUnitN,TechnicalRepeatN,SingleSQTR_RelativeMAE,SubsetRoutingRelativeMAE,SingleMinusSubset,BootstrapCI_Lower,BootstrapCI_Upper,UnitsFavourSubset,UnitsFavourSingle,SignedRankStatistic,ExactP
12,30,1.1320822533441,1.12551931808745,0.0065629352566511,-0.0209911888404222,0.0322520031715876,7,5,49,0.4697265625
