Repeat,Seed,Dataset,Experiment,RunLevelN,CleanFullMAE,CleanMedianMAE,CleanSingleMaskTrainMAE,CleanMultiMaskTrainMAE,CleanSingleSQTR_MAE,CleanSubsetRoutingMAE,CleanAnyTriggerRate,FullRelativeMAE,MedianRelativeMAE,SingleMaskTrainRelativeMAE,MultiMaskTrainRelativeMAE,SingleSQTR_RelativeMAE,SubsetRoutingRelativeMAE,OraclePairExclusionRelativeMAE,SubsetImprovementPercent,SingleImprovementPercent,SingleMaskImprovementPercent,MultiMaskImprovementPercent
6,2026081506,NUAA,W6,14,0.0360025923619169,0.0360025923619169,0.0351111199096593,0.033797960303312,0.0360025923619169,0.0360025923619169,0,1.08650932001727,1.03375349688202,1.01643173018501,0.992619815987315,1.00612463230004,1.01096996593895,0.984256071863097,6.9524810037635,7.39843517549852,6.44979187395699,8.6413896595438
6,2026081506,NUAA,W7,8,0.0769839701819179,0.0769839701819179,0.0746590918411004,0.0758485932239532,0.0769839701819179,0.0769839701819179,0,1.00402600899624,1.00126210398198,0.980227752072643,0.985722227318613,0.988574890568096,0.991661608217372,0.987694639914898,1.23148211979358,1.53891615253968,2.37028291203205,1.82303859796659
6,2026081506,NUAA,W8,31,0.0589604040915583,0.0589604040915583,0.0600727855055994,0.0581625450719606,0.0589604040915583,0.0589604040915583,0,1.25062916040861,1.07838539888224,1.05770037154825,1.04091176439117,1.09764972117433,1.2071150914654,1.48740138951196,3.47937424783818,12.2321983268245,15.4265384950189,16.7689513931468
6,2026081506,NUAA,W9,7,0.052176046086479,0.052176046086479,0.0557387638430218,0.0530167926313985,0.052176046086479,0.052176046086479,0,0.869476720278316,1.08083528331681,1.14188605841454,1.13276922442756,1.12754959881713,1.11118284152679,1.20304456592544,-27.7990330978732,-29.6814017580829,-31.3302624191051,-30.2817197986585
6,2026081506,PHM2010,c1,315,0.00801215564201792,0.00798163864359124,0.0103794962693196,0.010633107932084,0.00819049407155347,0.00816423872305722,0.053968253968254,1.09453994442413,0.992969606459351,1.21137485602419,1.29548922205934,1.05808466811475,1.0921993721453,1.26832012139733,0.213840736535567,3.33064832353487,-10.6743396799033,-18.359245695773
6,2026081506,PHM2010,c4,315,0.0150087833008585,0.0151961149394473,0.0152299404997609,0.0159954368581373,0.0150591275367102,0.0150591275367102,0.0285714285714286,1.01720589705135,1.11184583824943,1.1138659928941,1.15258618417587,0.994870318617235,1.02603828997025,1.08627253308084,-0.868299421434497,2.19577752143035,-9.5025103691343,-13.3090348293257
6,2026081506,PHM2010,c6,315,0.0145958561471217,0.0146218544703782,0.0113497478958077,0.0122375457113948,0.0145758642916344,0.0145758642916344,0.00634920634920635,1.29682109384891,1.23266257910782,0.905472193182575,0.969080732113198,1.17145674928563,1.17007819247496,0.747324708690607,9.77335285299702,9.66705007791077,30.177555140226,25.2725964506788
7,2026081507,NUAA,W1,29,0.0189662457220917,0.0188031553844995,0.0177798419110346,0.0201138592636131,0.01855793107983,0.01855793107983,0.0689655172413793,1.73795509283345,1.17651895520619,1.10922842295615,1.17467630528872,1.18919998321883,1.13393512312408,0.897245235256814,34.7546361928497,31.5747577067694,36.1762321978221,32.4104339558277
7,2026081507,NUAA,W2,17,0.0148476120149696,0.0144463930649372,0.0163762517608315,0.0148363214522624,0.0139356538370896,0.0139356538370896,0.117647058823529,2.02368988527759,1.33003547258037,1.4440388016242,1.30510735006028,1.4009415323082,1.37070683378191,1.30145579841828,32.2669523747761,30.7729142444157,28.6432762188695,35.5085302567859
7,2026081507,NUAA,W3,11,0.0295033416448534,0.0295033416448534,0.0270618023104883,0.0266176293360615,0.0295033416448534,0.0295033416448534,0,1.13018828297401,0.961848218782365,0.902182923051069,0.895412897783859,1.00050820160123,0.937415819568231,0.884640170041743,17.0566680180503,11.4742015402543,20.1741040283094,20.773121499044
7,2026081507,NUAA,W4,28,0.0499947737234601,0.0498829239877363,0.0521321782101146,0.0522364016436155,0.0498742564749862,0.0498742564749862,0.0357142857142857,1.07037312007382,0.928452174792759,0.934449283737166,0.975519894134111,1.00778000798942,0.941649385092865,0.940176092670744,12.0260619934174,5.84778437635668,12.698734094451,8.86169730543737
7,2026081507,NUAA,W5,7,0.0243134056071281,0.0289433481729886,0.0302825821173788,0.0422390021731151,0.0308928557556908,0.0308928557556908,0.142857142857143,1.4606219462969,1.22161881649765,1.23469714164139,1.72139498614381,1.47590964454138,1.44944385957151,1.61660246794397,0.765296369380805,-1.04665675353166,15.4677125883462,-17.8535616631014
7,2026081507,NUAA,W6,14,0.0360025923619169,0.0360025923619169,0.0351111199096593,0.033797960303312,0.0360025923619169,0.0360025923619169,0,1.09902665207825,1.03361203981316,1.01737089569393,0.991770842466919,1.01340379214628,1.01122325448372,0.984256071863097,7.98919638832216,7.79079012961656,7.42982494827656,9.75916365708806
7,2026081507,NUAA,W7,8,0.0769839701819179,0.0769839701819179,0.0746590918411004,0.0758485932239532,0.0769839701819179,0.0769839701819179,0,1.00570975834515,1.01074227667246,0.984624078331021,0.99369424788666,1.00441813062154,1.00140861331102,0.987694639914898,0.427672596237347,0.128429471116013,2.0965969395408,1.1947294295184
