Dataset,Experiment,RunLevelN,TechnicalRepeatN,CleanFullMAE,CleanMedianReplacementMAE,CleanMaskDropoutMAE,CleanAutoMAE,CleanTriggerRate,FullRelativeMAE,MedianReplacementRelativeMAE,MaskDropoutRelativeMAE,AutoRelativeMAE,MedianReplacementRelativeMAESD,MaskDropoutRelativeMAESD,AutoRelativeMAESD,MedianImprovementPercent,MaskDropoutImprovementPercent,AutoImprovementPercent
NUAA,W1,29,30,0.0189662457220917,0.018936793580439,0.0179155949771697,0.0189421758134079,0.0344827586206896,2.17827003816358,1.08113735753073,1.03290535107036,1.0528669402914,0.0271836991732765,0.0226620360632573,0.0294251566747782,50.3671565697065,52.5813910592478,51.6649946129254
NUAA,W2,17,30,0.0148476120149696,0.0144463930649372,0.0163762517608315,0.0139356538370896,0.117647058823529,2.23370166235103,1.15093024063824,1.29587085948174,1.16780329442698,0.0273955539777895,0.0286442838120943,0.0256231359017717,48.4743079151021,41.9854996160138,47.7189226247056
NUAA,W3,11,30,0.0295033416448534,0.0295033416448534,0.0270618023104883,0.0295033416448534,0,1.25088602579391,0.993234198990568,0.926388361128225,0.989979622850763,0.0137351260063634,0.0180300521724384,0.0130706453993445,20.5975461785032,25.9414253556583,20.8577278475517
NUAA,W4,28,30,0.0499947737234601,0.0498829239877363,0.0521321782101146,0.0498742564749862,0.0357142857142857,1.23260070974598,0.982104804979895,0.984303365220343,0.999668556496484,0.0120496260691218,0.00742715801003134,0.0133969933892995,20.3225507486286,20.1441831537486,18.8976163495393
NUAA,W5,7,30,0.0243134056071281,0.0289433481729886,0.0302825821173788,0.0308928557556908,0.142857142857143,1.75663846963354,1.21670616154749,1.25826253635418,1.47287317831238,0.0457049998048852,0.0460149553832988,0.0457183738543258,30.7366778890304,28.3710018819824,16.1538811899273
NUAA,W6,14,30,0.0360025923619169,0.0360025923619169,0.0351111199096593,0.0360025923619169,0,1.21106252999213,1.01933566230067,0.999408718176148,0.977032349959731,0.0121943806895705,0.0132757926136468,0.0121357325665395,15.8312938385361,17.4767038509034,19.3243680021973
NUAA,W7,8,30,0.0769839701819179,0.0769839701819179,0.0746590918411004,0.0769839701819179,0,1.03979940188322,1.00745307715201,0.980073896367388,0.996931612061596,0.00679049040261316,0.00852965794469594,0.00852680676462348,3.11082355621955,5.7439449770467,4.12269806502923
NUAA,W8,31,30,0.0589604040915583,0.0589604040915583,0.0600727855055994,0.0589604040915583,0,1.26331328234891,1.04219118367224,1.03494295960444,1.05853222666707,0.0102225437280787,0.011384018289264,0.00960948329042749,17.5033463010488,18.0770934601315,16.2098395182772
NUAA,W9,7,30,0.0521760460864791,0.0521760460864791,0.0557387638430218,0.0521760460864791,0,0.968042436374422,1.05311467015143,1.11332041183471,1.1041908775066,0.0131738221373174,0.0135359901027007,0.0138473356825967,-8.78806864042313,-15.0073974034024,-14.0643050362636
PHM2010,c1,315,30,0.00801215564201791,0.00799853122178742,0.0104567740833376,0.00804574505758346,0.0380952380952381,1.178989306675,0.978657421265055,1.22374684387917,1.11489458537015,0.00313386246725359,0.00360491916911785,0.00343980409419235,16.9918322647832,-3.79626320194483,5.43641243749761
PHM2010,c4,315,30,0.0150087833008585,0.0150388031619563,0.0150781732756347,0.0149941415104459,0.00634920634920635,1.03106538370073,1.1064282920637,1.10683061659683,1.04410032983388,0.00187366432006596,0.00177426069469947,0.00156575757354069,-7.30922689815043,-7.34824717169318,-1.26422109976834
PHM2010,c6,315,30,0.0145958561471217,0.0145958561471217,0.0113772051475195,0.0145958561471217,0,1.36283456242947,1.0673820463953,0.863945321034001,1.01447778912108,0.00684221310280399,0.00452256022149725,0.00701679602560487,21.6792649804453,36.6067353403572,25.5611930392628
